"","trial","accent","stress","type","target","stressed.syllable.L1","stressed.syllable.L2","L1.L2","Nsyllables_correct","condition","stressSCORE","sDURz","peakAMPz","peakF0z","peakDEC","stressed_mistimingL2L1","correct","asynchrony","asynchrony_L2L1","time_syl_L2","time_syl_L1","time_stress","time_beat","stressed_syllable","syllables_detected","ppn","stressed_mistiming_raw"
"98","C1.I.2","yes","difference","+written accent, +stress difference","centímetro",3,2,1,4,"gesture",0.91654858543346,-0.208435533716074,1.84685404911729,1.13900144045775,-1.18590084315781,0,"L2 correct",-75,75,1411,1496,1411,1336,2,4,"Pilot_PPN_1",0
"99","C1.I.3","yes","difference","+written accent, +stress difference","pirámide",3,2,1,4,"gesture",0.744021133475541,0.858162225698705,0.746871196066152,0.64957607361557,-1.51085250851975,0,"L2 correct",-150,150,1531,1561,1531,1381,2,4,"Pilot_PPN_1",0
"100","C1.I.4","yes","difference","+written accent, +stress difference","cardiólogo",3,2,1,4,"gesture",1.3497447359792,0.936245719524914,2.33366560270684,0.820224241341577,-1.38753326012306,0,"L2 correct",61,-61,1320,1456,1320,1381,2,4,"Pilot_PPN_1",0
"101","C1.I.5","yes","difference","+written accent, +stress difference","máquina",2,1,1,3,"gesture",0.956015723049615,-0.0814985652953992,2.13597798753058,0.842537920339407,-3.30735218493464,0,"L2 correct",70,-70,1150,1481,1150,1220,1,3,"Pilot_PPN_1",0
"102","C1.I.6","yes","difference","+written accent, +stress difference","automóvil",4,3,1,4,"gesture",1.01231508752136,0.914406359905068,1.43329879017457,0.719916327257821,-2.5581152809558,0,"L2 correct",-170,170,1576,1766,1576,1406,3,4,"Pilot_PPN_1",0
"103","C1.I.7","yes","difference","+written accent, +stress difference","teléfono",3,2,1,4,"gesture",1.04462489108502,0.923849887955351,1.11715278384264,1.12452730118692,-3.95851030276691,0,"L2 correct",85,-85,1115,1471,1115,1200,2,4,"Pilot_PPN_1",0
"104","C1.I.8","yes","difference","+written accent, +stress difference","fórmula",2,1,1,3,"gesture",1.03084196780739,0.932054842551081,1.41603778830598,0.775670907953202,-4.44649307533109,-190,"L2 correct",-155,155,1135,1325,1325,1170,2,3,"Pilot_PPN_1",0
"105","C1.I.9","yes","difference","+written accent, +stress difference","acróbata",3,2,1,4,"gesture",1.28288535648881,0.885910429857758,1.89684681306947,1.1047741403722,-1.10408024361482,0,"L2 correct",-86,86,1366,1566,1366,1280,2,4,"Pilot_PPN_1",0
"106","C1.I.10","yes","difference","+written accent, +stress difference","satélito",3,2,1,4,"gesture",1.54740008035338,1.0234089169292,2.67481971850234,0.990862517154453,-3.78860842864879,0,"L2 correct",-25,25,1220,1391,1220,1195,2,4,"Pilot_PPN_1",0
"107","C1.I.11","yes","difference","+written accent, +stress difference","gráfico",2,1,1,3,"gesture",1.33355496188933,0.480282018400725,2.3164407860475,1.24435283764066,-2.40726397139497,0,"L2 correct",130,-130,1135,1446,1135,1265,1,3,"Pilot_PPN_1",0
"108","C1.I.12","yes","difference","+written accent, +stress difference","océano",3,2,1,4,"gesture",1.29962604870507,0.5037616512716,2.37814794132442,1.05635116105572,-2.30834427939681,0,"L2 correct",-35,35,1305,1521,1305,1270,2,4,"Pilot_PPN_1",0
"109","C1.I.13","yes","difference","+written accent, +stress difference","carnívora",3,2,1,4,"gesture",1.1104392301108,0.96340813491433,1.51509343835676,0.886465790701026,-4.28259949468554,0,"L2 correct",-30,30,1466,1536,1466,1436,2,4,"Pilot_PPN_1",0
"110","C1.I.14","yes","difference","+written accent, +stress difference","católico",3,2,1,4,"gesture",1.15782927133385,0.278248476540507,2.18465502912253,1.04567004383349,-4.5348429390952,0,"L2 correct",-25,25,1215,1285,1215,1190,2,4,"Pilot_PPN_1",0
"111","C1.I.15","yes","difference","+written accent, +stress difference","demócrata",3,2,1,4,"gesture",1.06599806179136,0.793175213536707,1.560352461523,0.876769481883802,-2.51742751927452,0,"L2 correct",25,-25,1371,1671,1371,1396,2,4,"Pilot_PPN_1",0
"112","C1.I.16","yes","difference","+written accent, +stress difference","gramófono",3,2,1,4,"gesture",1.11490126481019,1.27303725105438,1.2949917959185,0.81045963427014,-2.91380964878942,0,"L2 correct",81,-81,1325,1661,1325,1406,2,4,"Pilot_PPN_1",0
"113","C1.I.17","yes","difference","+written accent, +stress difference","micrófono",3,2,1,4,"gesture",1.15348687010395,0.994300974086781,1.49895021458948,1.00216356921449,-1.50698467376014,0,"L2 correct",5,-5,1270,1536,1270,1275,2,4,"Pilot_PPN_1",0
"114","C1.I.18","yes","difference","+written accent, +stress difference","metáfora",3,2,1,4,"gesture",1.4495231251329,0.679948848600224,2.61009879141948,1.10244667856483,-1.87860310199949,230,"L2 incorrect & L1 mismatch",210,-210,1280,1541,1050,1260,1,4,"Pilot_PPN_1",0
"115","C1.I.19","yes","difference","+written accent, +stress difference","catástrofe",3,2,1,4,"gesture",1.68584490150513,1.18885390427043,2.37449146013825,1.54527554924322,-1.19492003761638,0,"L2 correct",65,-65,1215,1531,1215,1280,2,4,"Pilot_PPN_1",0
"116","C1.I.20","yes","difference","+written accent, +stress difference","cafetería",3,4,-1,5,"gesture",1.21039481161327,1.31042225019245,1.42021644543806,0.937224369864258,-3.58478705334255,0,"L2 correct",-311,-311,1441,1255,1441,1130,4,5,"Pilot_PPN_1",0
"117","C1.E.21","yes","difference","+written accent, +stress difference","sofá",1,2,-1,2,"gesture",1.72968433342008,0.764251117208077,2.55270525167089,1.92451130815158,-2.53801931954064,0,"L2 correct",-130,-130,1250,1080,1250,1120,2,2,"Pilot_PPN_1",0
"118","C2.I.1","no","difference","-written accent, +stress difference","clima",2,1,1,2,"gesture",0.850963103384782,0.909990553951429,0.931893121018229,0.736792395893319,-3.860151242001,-75,"L2 incorrect & L1 mismatch",-30,30,1120,1195,1195,1165,2,2,"Pilot_PPN_1",0
"119","C2.I.2","no","difference","-written accent, +stress difference","vacaciones",2,3,-1,4,"gesture",1.37817984667494,0.207764579198289,2.47483945360692,1.49369853287644,-1.03170252608584,0,"L2 correct",-100,-100,1471,1250,1471,1371,3,4,"Pilot_PPN_1",0
"120","C2.I.3","no","difference","-written accent, +stress difference","profesor",2,3,-1,3,"gesture",1.4465763971988,0.866814068488414,1.8661873524555,1.65056341905244,-1.89606033353414,0,"L2 correct",-60,-60,1892,1706,1892,1832,3,3,"Pilot_PPN_1",0
"121","C2.I.4","no","difference","-written accent, +stress difference","ventilador",3,4,-1,4,"gesture",0.913999577541521,1.04377523286342,0.957357526438823,0.768562930217519,-0.952595502427016,0,"L2 correct",-106,-106,1396,1135,1396,1290,4,4,"Pilot_PPN_1",0
"122","C2.I.5","no","difference","-written accent, +stress difference","internet",1,3,-2,3,"gesture",0.940731966449561,0.916421119408476,1.10091414032086,0.833367668905696,-0.88434972229237,0,"L2 correct",-30,-30,1305,1045,1305,1275,3,3,"Pilot_PPN_1",0
"123","C2.I.6","no","difference","-written accent, +stress difference","mamut",1,2,-1,2,"gesture",0.867107585096951,0.633939035906183,1.29309078749247,0.700568919319383,-1.41103900349327,0,"L2 correct",-10,-10,1120,1030,1120,1110,2,2,"Pilot_PPN_1",0
"124","C2.I.7","no","difference","-written accent, +stress difference","horizonte",1,3,-2,4,"gesture",1.1435543725623,0.701019592108101,1.68753719957257,1.07675948881114,-1.20573143172385,0,"L2 correct",-111,-111,1396,1075,1396,1285,3,4,"Pilot_PPN_1",0
"125","C2.I.8","no","difference","-written accent, +stress difference","doctor",1,2,-1,2,"gesture",1.39832367985357,1.15284958221567,1.91068137298094,1.17381352920816,-1.37712404465458,-271,"L2 correct",185,185,1366,1095,1095,1280,1,2,"Pilot_PPN_1",0
"126","C2.I.9","no","difference","-written accent, +stress difference","radiador",2,3,-1,3,"gesture",0.965596728610852,0.522650549096794,1.63187739739081,0.771522746272552,-1.06505998137402,-451,"L2 incorrect & L1 mismatch",626,626,1566,1356,1115,1741,1,3,"Pilot_PPN_1",0
"127","C2.I.10","no","difference","-written accent, +stress difference","ilustrador",3,4,-1,4,"gesture",1.26690257979225,1.22314580260228,1.49803438475106,1.11791853928984,-0.998108161557127,0,"L2 correct",-5,-5,1782,1621,1782,1777,4,4,"Pilot_PPN_1",0
"128","C2.I.11","no","difference","-written accent, +stress difference","color",1,2,-1,2,"gesture",0.876677364043821,0.718867293966977,1.1120220546434,0.825708724249686,-3.07861521632753,0,"L2 correct",-15,-15,1235,1090,1235,1220,2,2,"Pilot_PPN_1",0
"129","C2.I.12","no","difference","-written accent, +stress difference","error",1,2,-1,2,"gesture",0.979227416749364,0.787331778874691,1.0468032596634,1.13322076979332,-3.68801277364025,0,"L2 correct",-10,-10,1225,1100,1225,1215,2,2,"Pilot_PPN_1",0
"130","C2.I.13","no","difference","-written accent, +stress difference","factor",1,2,-1,2,"gesture",1.41541908096703,0.897274455936065,1.63106991122776,1.7608043630393,-2.71787016019732,0,"L2 correct",-261,-261,1812,1556,1812,1551,2,2,"Pilot_PPN_1",0
"131","C2.I.14","no","difference","-written accent, +stress difference","festival",1,3,-2,3,"gesture",1.29587382974774,1.1511212929479,1.6679861299347,1.10778297029237,-2.59564824558043,0,"L2 correct",-10,-10,1576,1356,1576,1566,3,3,"Pilot_PPN_1",0
"132","C2.I.15","no","difference","-written accent, +stress difference","uniforme",1,3,-2,4,"gesture",0.787882769006914,-0.088588911583863,1.51973550087292,0.956376953156135,-4.54524021171329,0,"L2 correct",20,20,1917,1556,1917,1937,3,4,"Pilot_PPN_1",0
"133","C2.I.16","no","difference","-written accent, +stress difference","alcohol",1,3,-2,3,"gesture",0.822046221586062,0.983548649444411,0.750378359996706,0.757122146880282,-3.15447648875283,0,"L2 correct",-126,-126,1346,995,1346,1220,3,3,"Pilot_PPN_1",0
"134","C2.I.17","no","difference","-written accent, +stress difference","actor",2,2,0,2,"gesture",1.58699573566437,0.790435181334524,2.59501002880615,1.42363277672106,-0.781407728938348,0,"L2 correct",-15,-15,1325,1325,1325,1310,2,2,"Pilot_PPN_1",0
"135","C2.I.18","no","difference","-written accent, +stress difference","alergia",3,2,1,3,"gesture",1.02221908951233,1.19232261335308,1.06940070557787,0.835910285651862,-1.12663665414664,0,"L2 correct",-25,25,1381,1681,1381,1356,2,3,"Pilot_PPN_1",0
"136","C2.I.19","no","difference","-written accent, +stress difference","farmacia",3,2,1,3,"gesture",1.2507959824831,1.13821396950579,1.62526877167684,1.02680811482675,-1.05755930983594,0,"L2 correct",40,-40,1255,1601,1255,1295,2,3,"Pilot_PPN_1",0
"137","C2.I.20","no","difference","-written accent, +stress difference","aristocracia",5,4,1,5,"gesture",1.21502959419716,0.802729860199697,1.60177122123575,1.27740677976807,-4.46545172970184,0,"L2 correct",-30,30,2092,2363,2092,2062,4,5,"Pilot_PPN_1",0
"138","C2.E.21","no","difference","-written accent, +stress difference","elefantes",1,3,-2,4,"gesture",1.40692333296333,1.23318933757236,1.77201194641261,1.25820275529786,-4.32465008885123,0,"L2 correct",-10,-10,1471,1185,1471,1461,3,4,"Pilot_PPN_1",0
"139","C3.I.1","yes","same","+written accent, -stress difference","brócoli",1,1,0,3,"gesture",1.50878469053581,0.895240097332519,2.56085212295937,1.11598259951358,-4.0270947406691,0,"L2 correct",175,175,1055,1055,1055,1230,1,3,"Pilot_PPN_1",0
"140","C3.I.2","yes","same","+written accent, -stress difference","político",2,2,0,4,"gesture",1.53058137775601,1.70005621193825,1.56531501887702,1.37275415632416,-3.1056865689186,0,"L2 correct",15,15,1120,1120,1120,1135,2,4,"Pilot_PPN_1",0
"141","C3.I.3","yes","same","+written accent, -stress difference","cámara",1,1,0,3,"gesture",0.744118731051953,-1.44584035554597,2.69635844310452,1.00438715805343,-3.97795415241018,0,"L2 correct",15,15,1190,1190,1190,1205,1,3,"Pilot_PPN_1",0
"142","C3.I.4","yes","same","+written accent, -stress difference","número",1,1,0,3,"gesture",0.730716286468682,-0.796570028009972,2.26543175344076,0.745430051747041,-1.00226295023435,0,"L2 correct",31,31,1300,1300,1300,1331,1,3,"Pilot_PPN_1",0
"143","C3.I.5","yes","same","+written accent, -stress difference","fútbol",1,1,0,2,"gesture",0.902808048947592,1.02086373620315,1.04423285540738,0.670685374897315,-3.12183535386686,171,"L2 incorrect & L1 mismatch",-221,-221,1235,1235,1406,1185,2,2,"Pilot_PPN_1",0
"144","C3.I.6","yes","same","+written accent, -stress difference","saxofón",3,3,0,3,"gesture",1.39932152305912,0.964917900856286,1.68754519120687,1.58790515963115,-3.99643971650812,0,"L2 correct",-166,-166,1426,1426,1426,1260,3,3,"Pilot_PPN_1",0
"145","C3.I.7","yes","same","+written accent, -stress difference","carácter",2,2,0,3,"gesture",1.16739281787201,1.31030225168053,1.24526080872065,0.981990933150358,-3.91924532827375,0,"L2 correct",-30,-30,1185,1185,1185,1155,2,3,"Pilot_PPN_1",0
"146","C3.I.8","yes","same","+written accent, -stress difference","analítico",3,3,0,5,"gesture",1.17965113109354,1.18369372871816,1.41907285645886,0.971933812076134,-7.3396514241015,0,"L2 correct",-115,-115,1175,1175,1175,1060,3,5,"Pilot_PPN_1",0
"147","C3.I.9","yes","same","+written accent, -stress difference","círculo",1,1,0,3,"gesture",1.21089680036342,-0.226136756616907,2.38271476588381,1.5128062342586,-2.1266955807007,0,"L2 correct",70,70,1060,1060,1060,1130,1,3,"Pilot_PPN_1",0
"148","C3.I.10","yes","same","+written accent, -stress difference","álbum",1,1,0,2,"gesture",0.53145931600219,-1.00682601780893,1.71733925361356,0.899969539959585,-2.66002601616913,0,"L2 correct",25,25,1135,1135,1135,1160,1,2,"Pilot_PPN_1",0
"149","C3.I.11","yes","same","+written accent, -stress difference","ángel",1,1,0,2,"gesture",0.854902003020077,0.699439155819427,1.12700718058697,0.764165793957477,-2.02965511971399,316,"L2 incorrect & L1 mismatch",-281,-281,1240,1240,1556,1275,2,2,"Pilot_PPN_1",0
"150","C3.I.12","yes","same","+written accent, -stress difference","capitán",3,3,0,3,"gesture",1.11733109259124,0.860736411195139,1.57542246557283,0.949692918963049,-0.970410567089118,0,"L2 correct",-121,-121,1421,1421,1421,1300,3,3,"Pilot_PPN_1",0
"151","C3.I.13","yes","same","+written accent, -stress difference","pragmática",2,2,0,4,"gesture",1.16327971383649,0.972312530244164,1.53324252731797,1.01953498436664,-3.49979081442245,0,"L2 correct",75,75,1331,1331,1331,1406,2,4,"Pilot_PPN_1",0
"152","C3.I.14","yes","same","+written accent, -stress difference","volcán",2,2,0,2,"gesture",0.859921495367386,0.672111320286645,1.07390935474276,0.859802038205098,-2.26573842569081,0,"L2 correct",-90,-90,1185,1185,1185,1095,2,2,"Pilot_PPN_1",0
"153","C3.I.15","yes","same","+written accent, -stress difference","teoría",3,3,0,4,"gesture",1.08738062920172,1.194521071111,1.31139543726455,0.78917630738725,-0.907319254650133,0,"L2 correct",-46,-46,1356,1356,1356,1310,3,4,"Pilot_PPN_1",0
"154","C3.I.16","yes","same","+written accent, -stress difference","geográfico",3,3,0,5,"gesture",1.17689982979817,1.43929544727908,1.13081170777253,0.996255965548898,-4.05321023584827,0,"L2 correct",-20,-20,1942,1942,1942,1922,3,5,"Pilot_PPN_1",0
"155","C3.I.17","yes","same","+written accent, -stress difference","académico",3,3,0,5,"gesture",1.20403315623855,1.08859179114631,1.65700780716072,0.902985723627978,-1.04287004097648,0,"L2 correct",35,35,1285,1285,1285,1320,3,5,"Pilot_PPN_1",0
"156","C3.I.18","yes","same","+written accent, -stress difference","romántico",2,2,0,4,"gesture",1.24283627693931,1.57448177798531,1.42618259868465,0.765506159509758,-0.822667622132144,0,"L2 correct",55,55,1250,1250,1250,1305,2,4,"Pilot_PPN_1",0
"157","C3.I.19","yes","same","+written accent, -stress difference","espárrago",2,2,0,4,"gesture",1.11651212270453,-0.419770127577697,2.63731549917847,1.16582469720082,-1.29004749190801,0,"L2 correct",-10,-10,1280,1280,1280,1270,2,4,"Pilot_PPN_1",0
"158","C3.I.20","yes","same","+written accent, -stress difference","helicóptero",3,3,0,5,"gesture",0.936543132750648,1.46339628116726,0.679454818422586,0.695158393593931,-1.06937514895503,360,"L2 incorrect & L1 mismatch",-330,-330,1782,1782,2142,1812,5,5,"Pilot_PPN_1",0
"159","C3.E.21","yes","same","+written accent, -stress difference","histórico",2,2,0,4,"gesture",1.25002592307092,-0.370315230245404,2.75881628674099,1.39945628614357,-1.00251577636902,0,"L2 correct",66,66,1285,1285,1285,1351,2,4,"Pilot_PPN_1",0
"160","C4.I.1","no","same","-written accent, -stress difference","parasol",3,3,0,3,"gesture",1.26057854030335,0.769871282868652,1.89889988218315,1.15116380556441,-3.30561747804552,0,"L2 correct",-5,-5,1431,1431,1431,1426,3,3,"Pilot_PPN_1",0
"161","C4.I.2","no","same","-written accent, -stress difference","universidad",5,5,0,5,"gesture",1.1363690998084,1.18710845696225,1.29431517201649,0.962119097713394,-3.69998187716533,0,"L2 correct",-30,-30,1711,1711,1711,1681,5,5,"Pilot_PPN_1",0
"162","C4.I.3","no","same","-written accent, -stress difference","formulario",3,3,0,4,"gesture",0.838017218037954,0.771384185303209,1.07251127774218,0.69555065222114,-1.35982432417859,0,"L2 correct",-105,-105,1441,1441,1441,1336,3,4,"Pilot_PPN_1",0
"163","C4.I.4","no","same","-written accent, -stress difference","mango",1,1,0,2,"gesture",0.57382599300093,-1.04557846354654,2.13861643593874,0.645828673065168,-8.8451361878999,0,"L2 correct",20,20,1080,1080,1080,1100,1,2,"Pilot_PPN_1",0
"164","C4.I.5","no","same","-written accent, -stress difference","tomate",2,2,0,3,"gesture",0.992218019843565,0.890410874516337,1.29625048304379,0.820059914693097,-4.11507635371856,0,"L2 correct",120,120,1366,1366,1366,1486,2,3,"Pilot_PPN_1",0
"165","C4.I.6","no","same","-written accent, -stress difference","princesa",2,2,0,3,"gesture",1.39267569635908,1.1708222393256,1.92298016053264,1.12642698304806,-1.10645028998897,-281,"L2 incorrect & L1 mismatch",236,236,1391,1391,1110,1346,1,3,"Pilot_PPN_1",0
"166","C4.I.7","no","same","-written accent, -stress difference","cables",1,1,0,2,"gesture",0.803164190050473,0.69138238289177,0.748843512713357,0.9936049833357,-0.718397334327278,161,"L2 incorrect & L1 mismatch",-125,-125,1295,1295,1456,1331,2,2,"Pilot_PPN_1",0
"167","C4.I.8","no","same","-written accent, -stress difference","proceso",2,2,0,3,"gesture",1.47334593075652,0.0842152997232304,2.71169332903099,1.6687760099019,-0.906315215858513,0,"L2 correct",-36,-36,1331,1331,1331,1295,2,3,"Pilot_PPN_1",0
"168","C4.I.9","no","same","-written accent, -stress difference","papel",2,2,0,2,"gesture",1.05713328353129,0.563904042990619,1.60220013582495,1.03733001370351,-3.14552082518878,0,"L2 correct",-85,-85,1320,1320,1320,1235,2,2,"Pilot_PPN_1",0
"169","C4.I.10","no","same","-written accent, -stress difference","programa",2,2,0,3,"gesture",0.831110363726324,0.892106034095331,1.07021798850419,0.556192231116608,-4.29758952370389,0,"L2 correct",-25,-25,1225,1225,1225,1200,2,3,"Pilot_PPN_1",0
"170","C4.I.11","no","same","-written accent, -stress difference","ensalada",2,3,-1,4,"gesture",1.19229835000587,1.5189361024248,1.28680093051099,0.807288270112289,-4.42161444456463,0,"L2 correct",-75,-75,1516,1255,1516,1441,3,4,"Pilot_PPN_1",0
"171","C4.I.12","no","same","-written accent, -stress difference","chocolate",3,3,0,4,"gesture",1.32159149123532,1.19995039855303,1.67284001027286,1.1320322918872,-2.97842886833041,0,"L2 correct",5,5,1225,1225,1225,1230,3,4,"Pilot_PPN_1",0
"172","C4.I.13","no","same","-written accent, -stress difference","limonada",3,3,0,4,"gesture",0.814643189872786,-0.978309723335767,2.69341865829101,0.75350679193199,-0.802509966249715,-341,"L2 incorrect & L1 mismatch",205,205,1426,1426,1085,1290,1,4,"Pilot_PPN_1",0
"173","C4.I.14","no","same","-written accent, -stress difference","restaurante",3,3,0,4,"gesture",1.32333504112623,1.53957051979329,1.4743322784129,0.996203387024805,-4.76957289614438,0,"L2 correct",-170,-170,1661,1661,1661,1491,3,4,"Pilot_PPN_1",0
"174","C4.I.15","no","same","-written accent, -stress difference","blusa",1,1,0,2,"gesture",0.804974510194143,-1.35758685585763,2.32850090055953,1.46840265285611,-2.80896935307004,0,"L2 correct",75,75,1100,1100,1100,1175,1,2,"Pilot_PPN_1",0
"175","C4.I.16","no","same","-written accent, -stress difference","cabina",2,2,0,3,"gesture",0.910639359818674,1.03897290911844,1.05664838095174,0.663891921501556,-2.61645285003726,40,"L2 incorrect & L1 mismatch",-146,-146,1356,1356,1396,1250,3,3,"Pilot_PPN_1",0
"176","C4.I.17","no","same","-written accent, -stress difference","familia",2,2,0,3,"gesture",1.17546249571789,1.12628918412925,1.51456377072078,0.921154607931464,-3.74037953948618,0,"L2 correct",0,0,1491,1491,1491,1491,2,3,"Pilot_PPN_1",0
"177","C4.I.18","no","same","-written accent, -stress difference","canal",2,2,0,2,"gesture",0.784065048971665,0.661498630066939,1.16039016079464,0.554065902991947,-1.10176726366899,0,"L2 correct",20,20,1305,1305,1305,1325,2,2,"Pilot_PPN_1",0
"178","C4.I.19","no","same","-written accent, -stress difference","centro",1,1,0,2,"gesture",0.86182421860411,1.0215844203223,0.690638541941566,0.899365578960707,-2.82055493371075,326,"L2 incorrect & L1 mismatch",-286,-286,1090,1090,1416,1130,2,2,"Pilot_PPN_1",0
"179","C4.I.20","no","same","-written accent, -stress difference","insectos",2,2,0,3,"gesture",1.7984762765673,0.912227317622817,2.87387189207059,1.66382890111661,-2.20492322424263,-246,"L2 incorrect & L1 mismatch",246,246,1391,1391,1145,1391,1,3,"Pilot_PPN_1",0
"180","C4.E.21","no","same","-written accent, -stress difference","planeta",2,2,0,3,"gesture",0.849002014740662,0.770427518119394,1.22373976690624,0.578566092976374,-3.09493251640788,0,"L2 correct",-10,-10,1230,1230,1230,1220,2,3,"Pilot_PPN_1",0
"181","P.C1.1","yes","difference","+written accent, +stress difference","simpático",3,2,1,4,"gesture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"182","P.C1.2","yes","difference","+written accent, +stress difference","símbolo",2,1,1,3,"gesture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"183","P.C1.3","yes","difference","+written accent, +stress difference","kilómetro",3,2,1,4,"gesture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"184","P.C2.1","no","difference","-written accent, +stress difference","carnaval",1,3,-2,3,"gesture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"185","P.C2.2","no","difference","-written accent, +stress difference","democracia",4,3,1,4,"gesture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"186","P.C2.3","no","difference","-written accent, +stress difference","voleibol",1,3,-2,3,"gesture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"187","P.C3.1","yes","same","+written accent, -stress difference","económico",3,3,0,5,"gesture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"188","P.C3.2","yes","same","+written accent, -stress difference","energía",3,3,0,4,"gesture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"189","P.C3.3","yes","same","+written accent, -stress difference","ecología",4,4,0,5,"gesture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"190","P.C4.1","no","same","-written accent, -stress difference","mandarina",3,3,0,4,"gesture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"191","P.C4.2","no","same","-written accent, -stress difference","sistema",2,2,0,3,"gesture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"192","P.C4.3","no","same","-written accent, -stress difference","bailarina",3,3,0,4,"gesture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"193","C1.I.1","yes","difference","+written accent, +stress difference","análisis",3,2,1,4,"nogesture",1.5163134874811,1.54370473968961,1.90534789152505,1.14583672478866,-0.0164511257235063,0,"L2 correct",466,-466,1130,1315,1130,1596,2,4,"Pilot_PPN_2",0
"194","C1.I.2","yes","difference","+written accent, +stress difference","centímetro",3,2,1,4,"nogesture",1.27365146347432,0.368797765011116,2.27525262182243,1.21549950248257,-0.0134189613834224,0,"L2 correct",296,-296,1616,1676,1616,1912,2,4,"Pilot_PPN_2",0
"195","C1.I.3","yes","difference","+written accent, +stress difference","pirámide",3,2,1,4,"nogesture",0.836220071757438,1.32131203319051,0.705165626570285,0.507522557685981,-0.00977463706271919,0,"L2 correct",365,-365,1827,2072,1827,2192,2,4,"Pilot_PPN_2",0
"196","C1.I.4","yes","difference","+written accent, +stress difference","cardiólogo",3,2,1,4,"nogesture",0.920712363206884,1.20461115954191,1.05456593719991,0.53086036752146,-2.08757954168323,0,"L2 correct",411,-411,1421,1606,1421,1832,2,4,"Pilot_PPN_2",0
"197","C1.I.5","yes","difference","+written accent, +stress difference","máquina",2,1,1,3,"nogesture",0.871475334506775,1.13204270656507,0.847951029420939,0.660840611004216,-0.0184205174077761,-220,"L2 incorrect & L1 mismatch",56,-56,1095,1280,1315,1371,3,3,"Pilot_PPN_2",0
"198","C1.I.6","yes","difference","+written accent, +stress difference","automóvil",4,3,1,4,"nogesture",0.939991134185786,0.333408474618654,1.53351800414294,0.981531503619571,-0.0157388111365435,0,"L2 correct",10,-10,2002,2137,2002,2012,3,4,"Pilot_PPN_2",0
"199","C1.I.7","yes","difference","+written accent, +stress difference","teléfono",3,2,1,4,"nogesture",0.918753481646666,0.683708257500251,1.26140717062969,0.838986031405413,-0.014463415849832,0,"L2 correct",-65,65,1401,1721,1401,1336,2,4,"Pilot_PPN_2",0
"200","C1.I.8","yes","difference","+written accent, +stress difference","fórmula",2,1,1,3,"nogesture",1.21215348326345,0.408538548794498,2.27237170008186,0.992282124649244,-0.0279768705763672,0,"L2 correct",-70,70,1250,1396,1250,1180,1,3,"Pilot_PPN_2",0
"201","C1.I.9","yes","difference","+written accent, +stress difference","acróbata",3,2,1,4,"nogesture",1.55688910463117,0.838939632862631,2.49636638776384,1.38253975098312,-0.0117051724055273,0,"L2 correct",-166,166,1341,1456,1341,1175,2,4,"Pilot_PPN_2",0
"202","C1.I.10","yes","difference","+written accent, +stress difference","satélito",3,2,1,4,"nogesture",1.13705884426404,-0.475974997529847,2.80340868143249,1.11819917750355,-0.0145179249111607,0,"L2 correct",-316,316,1481,1526,1481,1165,2,4,"Pilot_PPN_2",0
"203","C1.I.11","yes","difference","+written accent, +stress difference","gráfico",2,1,1,3,"nogesture",1.48501508590132,1.06424000654603,1.94127721938744,1.49452848891899,-0.0246316131385811,0,"L2 correct",-95,95,1471,1586,1471,1376,1,3,"Pilot_PPN_2",0
"204","C1.I.12","yes","difference","+written accent, +stress difference","océano",3,2,1,4,"nogesture",0.927672844233467,0.219165535984568,1.62645093995973,0.965513355066214,-0.0137039225965054,-80,"L2 incorrect & L1 mismatch",391,-391,1476,1556,1556,1947,3,4,"Pilot_PPN_2",0
"205","C1.I.13","yes","difference","+written accent, +stress difference","carnívora",3,2,1,4,"nogesture",1.04906540084338,1.04111609089233,1.13304158262602,1.0048283896434,-0.0131656939383902,-115,"L2 correct",151,-151,1516,1631,1631,1782,3,4,"Pilot_PPN_2",0
"206","C1.I.14","yes","difference","+written accent, +stress difference","católico",3,2,1,4,"nogesture",1.35163699257795,0.150254482128536,2.57462572318696,1.37098946916314,-0.0306997959435193,0,"L2 correct",285,-285,1406,1516,1406,1691,2,4,"Pilot_PPN_2",0
