"","trial","accent","stress","type","target","stressed.syllable.L1","stressed.syllable.L2","L1.L2","Nsyllables_correct","condition","stressSCORE","sDURz","peakAMPz","peakF0z","peakDEC","stressed_mistimingL2L1","correct","asynchrony","asynchrony_L2L1","time_syl_L2","time_syl_L1","time_stress","time_beat","stressed_syllable","syllables_detected","ppn","stressed_mistiming_raw"
"207","C1.I.15","yes","difference","+written accent, +stress difference","demócrata",3,2,1,4,"nogesture",1.06833953301739,0.977903631114634,1.34260580639762,0.916883086782861,-0.0145484173140176,0,"L2 correct",-205,205,1320,1591,1320,1115,2,4,"Pilot_PPN_2",0
"208","C1.I.16","yes","difference","+written accent, +stress difference","gramófono",3,2,1,4,"nogesture",0.852427824141612,0.220208414991214,1.44449178689533,0.918414416724403,-0.0121832497522973,0,"L2 correct",476,-476,1331,1581,1331,1807,2,4,"Pilot_PPN_2",0
"209","C1.I.17","yes","difference","+written accent, +stress difference","micrófono",3,2,1,4,"nogesture",1.26919363268275,0.367627871015325,2.47992580294286,0.998487637201648,-0.0145773650287992,0,"L2 correct",370,-370,1376,1621,1376,1746,2,4,"Pilot_PPN_2",0
"210","C1.I.18","yes","difference","+written accent, +stress difference","metáfora",3,2,1,4,"nogesture",1.25110366321837,0.0164145398076434,2.54516531690684,1.22964336515936,-0.00810860572164529,0,"L2 correct",116,-116,1280,1531,1280,1396,2,4,"Pilot_PPN_2",0
"211","C1.I.19","yes","difference","+written accent, +stress difference","catástrofe",3,2,1,4,"nogesture",1.68970389071157,1.58182018086018,1.62075395144096,1.91774068803695,-0.0111524236724563,-265,"L2 correct",110,-110,1356,1621,1621,1731,3,4,"Pilot_PPN_2",0
"212","C1.I.20","yes","difference","+written accent, +stress difference","cafetería",3,4,-1,5,"nogesture",1.18136807872366,0.598477606565043,1.81028454444037,1.17114111785417,-0.0171184776968403,-35,"L2 incorrect & L1 mismatch",-296,-296,1606,1571,1571,1275,3,5,"Pilot_PPN_2",0
"213","C1.E.21","yes","difference","+written accent, +stress difference","sofá",1,2,-1,2,"nogesture",1.51640494706768,0.811679449913428,2.21480137369723,1.56868568265502,-0.00844394264640869,0,"L2 correct",-276,-276,1341,1205,1341,1065,2,2,"Pilot_PPN_2",0
"214","C2.I.1","no","difference","-written accent, +stress difference","clima",2,1,1,2,"nogesture",0.818120289243069,0.819520172751559,0.871877295069916,0.787754923824189,-0.00908598416140194,-105,"L2 correct",-165,165,1135,1240,1240,1075,2,2,"Pilot_PPN_2",0
"215","C2.I.2","no","difference","-written accent, +stress difference","vacaciones",2,3,-1,4,"nogesture",1.326723766883,0.468963025055016,1.98788575603793,1.56352627006766,-0.0183863923623448,0,"L2 correct",-10,-10,1546,1361,1546,1536,3,4,"Pilot_PPN_2",0
"216","C2.I.3","no","difference","-written accent, +stress difference","profesor",2,3,-1,3,"nogesture",1.24379083987893,0.87289269945323,1.79615673602732,1.10001371566771,-0.019768752357777,0,"L2 correct",191,191,1596,1441,1596,1787,3,3,"Pilot_PPN_2",0
"217","C2.I.4","no","difference","-written accent, +stress difference","ventilador",3,4,-1,4,"nogesture",0.949583320570201,1.06085908102779,0.888104907551056,0.928561225270243,-0.0162123969712411,0,"L2 correct",-205,-205,1591,1295,1591,1386,4,4,"Pilot_PPN_2",0
"218","C2.I.5","no","difference","-written accent, +stress difference","internet",1,3,-2,3,"nogesture",1.09353154164026,0.900028464587717,1.13926086192224,1.27444261785446,-0.0151772398792218,0,"L2 correct",25,25,1451,1185,1451,1476,3,3,"Pilot_PPN_2",0
"219","C2.I.6","no","difference","-written accent, +stress difference","mamut",1,2,-1,2,"nogesture",0.939880392094647,0.513672706227231,1.47093676389044,0.863512930169137,-0.0203489244554476,0,"L2 correct",-170,-170,1325,1220,1325,1155,2,2,"Pilot_PPN_2",0
"220","C2.I.7","no","difference","-written accent, +stress difference","horizonte",1,3,-2,4,"nogesture",1.1459905642239,1.06297363516843,1.4243640794917,0.985360964806237,-1.65118975010978,0,"L2 correct",-261,-261,1476,1260,1476,1215,3,4,"Pilot_PPN_2",0
"221","C2.I.8","no","difference","-written accent, +stress difference","doctor",1,2,-1,2,"nogesture",1.49969211843117,0.719578569576192,2.03654281605091,1.78840018537646,-0.00786164867236039,0,"L2 correct",-240,-240,1225,1060,1225,985,2,2,"Pilot_PPN_2",0
"222","C2.I.9","no","difference","-written accent, +stress difference","radiador",2,3,-1,3,"nogesture",0.991542824706319,0.77455403404221,1.4160032846891,0.814117907651476,-1.25409293013695,0,"L2 correct",240,240,1516,1300,1516,1756,3,3,"Pilot_PPN_2",0
"223","C2.I.10","no","difference","-written accent, +stress difference","ilustrador",3,4,-1,4,"nogesture",1.12938807887514,1.19295674030149,1.39628167645409,0.833149701047854,-0.0298214957517757,0,"L2 correct",-150,-150,1656,1481,1656,1506,4,4,"Pilot_PPN_2",0
"224","C2.I.11","no","difference","-written accent, +stress difference","color",1,2,-1,2,"nogesture",0.746898857221642,0.596023701603856,1.00787308991234,0.659433078852413,-0.00985842483737542,-131,"L2 correct",-190,-190,1456,1325,1325,1135,1,2,"Pilot_PPN_2",0
"225","C2.I.12","no","difference","-written accent, +stress difference","error",1,2,-1,2,"nogesture",0.798934212219527,0.619586165541365,1.01626357905247,0.785163019707764,-0.0282603560508505,0,"L2 correct",156,156,1325,1165,1325,1481,2,2,"Pilot_PPN_2",0
"226","C2.I.13","no","difference","-written accent, +stress difference","factor",1,2,-1,2,"nogesture",1.29105663285174,0.699018144772456,2.27591167994856,0.937363002102448,-0.0183375143428748,0,"L2 correct",20,20,1521,1341,1521,1541,2,2,"Pilot_PPN_2",0
"227","C2.I.14","no","difference","-written accent, +stress difference","festival",1,3,-2,3,"nogesture",1.15410881099834,0.970910766852965,1.51141296079686,1.01497569961786,-0.0111541287471937,0,"L2 correct",-361,-361,1536,1290,1536,1175,3,3,"Pilot_PPN_2",0
"228","C2.I.15","no","difference","-written accent, +stress difference","uniforme",1,3,-2,4,"nogesture",0.723269703546832,0.827166799910207,0.614882686343037,0.749676888131094,-0.0182101960219825,0,"L2 correct",-346,-346,1481,1195,1481,1135,3,4,"Pilot_PPN_2",0
"229","C2.I.16","no","difference","-written accent, +stress difference","alcohol",1,3,-2,3,"nogesture",0.95896837358005,0.707303274320739,1.18065914518804,1.01800234891562,-0.0112540791428728,0,"L2 correct",355,355,1401,1260,1401,1756,3,3,"Pilot_PPN_2",0
"230","C2.I.17","no","difference","-written accent, +stress difference","actor",2,2,0,2,"nogesture",1.32955284694523,0.596917488312289,2.0401023550041,1.39192817772977,-0.0212006829990514,0,"L2 correct",-215,-215,1160,1160,1160,945,2,2,"Pilot_PPN_2",0
"231","C2.I.18","no","difference","-written accent, +stress difference","alergia",3,2,1,3,"nogesture",0.936124339554239,0.551778099546321,1.81411226275336,0.470850060591948,-1.60387886642911,0,"L2 correct",431,-431,1305,1511,1305,1736,2,3,"Pilot_PPN_2",0
"232","C2.I.19","no","difference","-written accent, +stress difference","farmacia",3,2,1,3,"nogesture",0.777838449679644,-0.378027273224042,1.64157060293402,1.09354288144046,-0.800886932300955,0,"L2 correct",471,-471,1155,1426,1155,1626,2,3,"Pilot_PPN_2",0
"233","C2.I.20","no","difference","-written accent, +stress difference","aristocracia",5,4,1,5,"nogesture",1.27411202943977,0.78718671284158,1.76201103032773,1.31174780058756,-1.45734218231632,0,"L2 correct",176,-176,1746,1817,1746,1922,4,5,"Pilot_PPN_2",0
"234","C2.E.21","no","difference","-written accent, +stress difference","elefantes",1,3,-2,4,"nogesture",1.38068711330398,1.20967261746625,1.73030343068897,1.24392429519018,-0.0361691379282547,0,"L2 correct",426,426,1431,1150,1431,1857,3,4,"Pilot_PPN_2",0
"235","C3.I.1","yes","same","+written accent, -stress difference","brócoli",1,1,0,3,"nogesture",0.954904459896496,-0.394791489149017,2.37196783307452,0.916473534548729,-0.0197034071034068,0,"L2 correct",266,266,1295,1295,1295,1561,1,3,"Pilot_PPN_2",0
"236","C3.I.2","yes","same","+written accent, -stress difference","político",2,2,0,4,"nogesture",1.75647793832393,1.55754404746836,2.11434476355816,1.65077160813691,-0.0253172030440965,0,"L2 correct",30,30,1421,1421,1421,1451,2,4,"Pilot_PPN_2",0
"237","C3.I.3","yes","same","+written accent, -stress difference","cámara",1,1,0,3,"nogesture",0.935911877455357,0.762431756544228,1.34846475664632,0.72520008515902,-0.0182769261780322,86,"L2 incorrect & L1 mismatch",-86,-86,1250,1250,1336,1250,2,3,"Pilot_PPN_2",0
"238","C3.I.4","yes","same","+written accent, -stress difference","número",1,1,0,3,"nogesture",1.03468365125265,0.533914634048796,1.77346403841957,0.828026331327548,-0.0441443782153783,0,"L2 correct",346,346,1125,1125,1125,1471,1,3,"Pilot_PPN_2",0
"239","C3.I.5","yes","same","+written accent, -stress difference","fútbol",1,1,0,2,"nogesture",1.159766185599,0.708502578410592,1.64581159232827,1.16012881592476,-0.0126357516649023,200,"L2 incorrect & L1 mismatch",-355,-355,1491,1491,1691,1336,2,2,"Pilot_PPN_2",0
"240","C3.I.6","yes","same","+written accent, -stress difference","saxofón",3,3,0,3,"nogesture",1.39789574424967,0.931760860260818,2.03244966671384,1.27183718287281,-0.0118113589653603,0,"L2 correct",-441,-441,1426,1426,1426,985,3,3,"Pilot_PPN_2",0
"241","C3.I.7","yes","same","+written accent, -stress difference","carácter",2,2,0,3,"nogesture",1.24585533323997,0.931561383247594,1.66539974450777,1.17835806388089,-0.01126991954402,225,"L2 incorrect & L1 mismatch",196,196,1366,1366,1591,1787,3,3,"Pilot_PPN_2",0
"242","C3.I.8","yes","same","+written accent, -stress difference","analítico",3,3,0,5,"nogesture",1.04416722192836,0.610494272571095,1.52579399288174,1.02785483129978,-0.0119289939721057,0,"L2 correct",576,576,1331,1331,1331,1907,3,5,"Pilot_PPN_2",0
"243","C3.I.9","yes","same","+written accent, -stress difference","círculo",1,1,0,3,"nogesture",1.40420979616987,0.242692569591728,2.69650054956099,1.31598808136204,-0.0159204990600301,0,"L2 correct",-175,-175,1200,1200,1200,1025,1,3,"Pilot_PPN_2",0
"244","C3.I.10","yes","same","+written accent, -stress difference","álbum",1,1,0,2,"nogesture",0.822223756879634,0.619586165541365,1.20640289080832,0.665598085709808,-0.0260792085903176,166,"L2 incorrect & L1 mismatch",205,205,1310,1310,1476,1681,2,2,"Pilot_PPN_2",0
"245","C3.I.11","yes","same","+written accent, -stress difference","ángel",1,1,0,2,"nogesture",0.944665699025706,0.596917488312289,1.36495930349388,0.900746538574754,-0.0156062788621512,136,"L2 incorrect & L1 mismatch",-186,-186,1275,1275,1411,1225,2,2,"Pilot_PPN_2",0
"246","C3.I.12","yes","same","+written accent, -stress difference","capitán",3,3,0,3,"nogesture",1.28683372815706,0.735221760201889,1.84625924595213,1.31801513977647,-0.0310094253864008,0,"L2 correct",-221,-221,1441,1441,1441,1220,3,3,"Pilot_PPN_2",0
"247","C3.I.13","yes","same","+written accent, -stress difference","pragmática",2,2,0,4,"nogesture",1.14240724786152,0.0428232826992949,2.39870362501376,1.02031323732185,-0.0289974031284146,0,"L2 correct",-230,-230,1195,1195,1195,965,2,4,"Pilot_PPN_2",0
"248","C3.I.14","yes","same","+written accent, -stress difference","volcán",2,2,0,2,"nogesture",0.856679960366743,0.699018144772456,1.18890381218797,0.708077922938796,-0.0195902428376939,0,"L2 correct",-366,-366,1401,1401,1401,1035,2,2,"Pilot_PPN_2",0
"249","C3.I.15","yes","same","+written accent, -stress difference","teoría",3,3,0,4,"nogesture",1.22848481618165,1.27474560398126,1.58666523648653,0.861270420688717,-0.0112455707289882,-135,"L2 incorrect & L1 mismatch",-186,-186,1556,1556,1421,1235,2,4,"Pilot_PPN_2",0
"250","C3.I.16","yes","same","+written accent, -stress difference","geográfico",3,3,0,5,"nogesture",1.37895697792498,1.41769952336545,1.65133372570802,1.10962425979011,-0.0151718683266608,0,"L2 correct",-296,-296,2042,2042,2042,1746,3,5,"Pilot_PPN_2",0
"251","C3.I.17","yes","same","+written accent, -stress difference","académico",3,3,0,5,"nogesture",1.1139586952447,0.605721687257097,1.75346236842379,1.01644835415152,-0.017944367909422,0,"L2 correct",281,281,1531,1531,1531,1812,3,5,"Pilot_PPN_2",0
"252","C3.I.18","yes","same","+written accent, -stress difference","romántico",2,2,0,4,"nogesture",1.08938801977892,1.09536662547076,1.5036723855386,0.702136806502501,-0.0133851708192196,0,"L2 correct",201,201,1220,1220,1220,1421,2,4,"Pilot_PPN_2",0
"253","C3.I.19","yes","same","+written accent, -stress difference","espárrago",2,2,0,4,"nogesture",1.19903350823816,1.16360920660773,1.37335260280493,1.09647306403629,-0.017047920232244,146,"L2 incorrect & L1 mismatch",295,295,1280,1280,1426,1721,3,4,"Pilot_PPN_2",0
"254","C3.I.20","yes","same","+written accent, -stress difference","helicóptero",3,3,0,5,"nogesture",1.06292610762741,1.39995035469191,0.976751398272904,0.844286451966735,-1.09419729907563,265,"L2 incorrect & L1 mismatch",-25,-25,1361,1361,1626,1601,5,5,"Pilot_PPN_2",0
"255","C3.E.21","yes","same","+written accent, -stress difference","histórico",2,2,0,4,"nogesture",1.01155761649464,1.13682321228994,0.941566857587981,0.986936040711887,-0.0256161598574636,280,"L2 incorrect & L1 mismatch",-125,-125,1386,1386,1666,1541,4,4,"Pilot_PPN_2",0
"256","C4.I.1","no","same","-written accent, -stress difference","parasol",3,3,0,3,"nogesture",0.98083595379554,0.746970534013429,1.07426315549725,1.15099647350611,-0.0133947694362178,0,"L2 correct",-366,-366,1531,1531,1531,1165,3,3,"Pilot_PPN_2",0
"257","C4.I.2","no","same","-written accent, -stress difference","universidad",5,5,0,5,"nogesture",1.02514017497352,1.06158867293673,1.06636291918487,0.978533786586031,-0.0148754384019867,0,"L2 correct",-80,-80,1621,1621,1621,1541,5,5,"Pilot_PPN_2",0
"258","C4.I.3","no","same","-written accent, -stress difference","formulario",3,3,0,4,"nogesture",0.876726358478558,0.830898259692989,0.972235828344084,0.853612452807043,-0.0195778026836706,0,"L2 correct",-120,-120,1731,1731,1731,1611,3,4,"Pilot_PPN_2",0
"259","C4.I.4","no","same","-written accent, -stress difference","mango",1,1,0,2,"nogesture",0.803043126556257,0.804582281281813,0.936124285226173,0.692757453359459,-0.021772125696998,110,"L2 incorrect & L1 mismatch",15,15,3726,3726,3836,3851,2,2,"Pilot_PPN_2",0
"260","C4.I.5","no","same","-written accent, -stress difference","tomate",2,2,0,3,"nogesture",0.828868803439997,0.888878103406947,0.900579012093754,0.722266531287169,-0.019495278184877,296,"L2 incorrect & L1 mismatch",135,135,1195,1195,1491,1626,3,3,"Pilot_PPN_2",0
"261","C4.I.6","no","same","-written accent, -stress difference","princesa",2,2,0,3,"nogesture",1.0190815490713,1.08374294045323,0.615592909499725,1.3887900563237,-0.0269741355903079,60,"L2 incorrect & L1 mismatch",0,0,1386,1386,1446,1446,3,3,"Pilot_PPN_2",0
"262","C4.I.7","no","same","-written accent, -stress difference","cables",1,1,0,2,"nogesture",1.22680986172577,0.578140171562011,1.68959743828521,1.44986803174601,-0.0198213128574025,40,"L2 incorrect & L1 mismatch",356,356,1255,1255,1295,1651,2,2,"Pilot_PPN_2",0
"263","C4.I.8","no","same","-written accent, -stress difference","proceso",2,2,0,3,"nogesture",1.02896122662119,0.981151409925092,0.887499733885842,1.24941317928358,-0.0156415747569554,30,"L2 incorrect & L1 mismatch",261,261,1205,1205,1235,1496,3,3,"Pilot_PPN_2",0
"264","C4.I.9","no","same","-written accent, -stress difference","papel",2,2,0,2,"nogesture",1.16988926533757,0.538803561931912,1.72850816563698,1.27780725830253,-0.0240876067857698,0,"L2 correct",-185,-185,1270,1270,1270,1085,2,2,"Pilot_PPN_2",0
"265","C4.I.10","no","same","-written accent, -stress difference","programa",2,2,0,3,"nogesture",1.13003166822489,1.05250070021477,1.73337942532945,0.638458263016059,-0.00911538074115015,0,"L2 correct",91,91,1285,1285,1285,1376,2,3,"Pilot_PPN_2",0
"266","C4.I.11","no","same","-written accent, -stress difference","ensalada",2,3,-1,4,"nogesture",0.99996034662904,0.993864645123649,1.16061903049243,0.875699192956772,-0.0126964773978671,0,"L2 correct",321,321,1265,1150,1265,1586,3,4,"Pilot_PPN_2",0
"267","C4.I.12","no","same","-written accent, -stress difference","chocolate",3,3,0,4,"nogesture",1.33996823297891,0.994220601410477,1.73673001557584,1.32955917991949,-0.0116672093879515,-35,"L2 incorrect & L1 mismatch",355,355,1426,1426,1391,1746,2,4,"Pilot_PPN_2",0
"268","C4.I.13","no","same","-written accent, -stress difference","limonada",3,3,0,4,"nogesture",0.648183350749402,0.823779906367229,0.534907975038902,0.605504090561753,-0.00699538730191307,0,"L2 correct",316,316,1275,1275,1275,1591,3,4,"Pilot_PPN_2",0
"269","C4.I.14","no","same","-written accent, -stress difference","restaurante",3,3,0,4,"nogesture",1.13181302742577,1.51231845078678,0.96689718880233,0.950520807155665,-0.023976731536095,0,"L2 correct",246,246,1641,1641,1641,1887,3,4,"Pilot_PPN_2",0
"270","C4.I.15","no","same","-written accent, -stress difference","blusa",1,1,0,2,"nogesture",0.727094372300814,-1.17812860630197,2.09829999307493,1.28314489292647,-0.00713161080989266,0,"L2 correct",210,210,1105,1105,1105,1315,1,2,"Pilot_PPN_2",0
"271","C4.I.16","no","same","-written accent, -stress difference","cabina",2,2,0,3,"nogesture",0.893799984304623,0.745449987386638,1.31753417002755,0.64550064350891,-0.0117931715694795,50,"L2 incorrect & L1 mismatch",231,231,1205,1205,1255,1486,3,3,"Pilot_PPN_2",0
"272","C4.I.17","no","same","-written accent, -stress difference","familia",2,2,0,3,"nogesture",0.93056735028371,0.870086204096459,1.01369174256482,0.936123114804504,-0.0552899515814715,76,"L2 incorrect & L1 mismatch",-146,-146,1310,1310,1386,1240,3,3,"Pilot_PPN_2",0
"273","C4.I.18","no","same","-written accent, -stress difference","canal",2,2,0,2,"nogesture",0.936068938677032,0.633939035906183,1.41178682885963,0.790846676679733,-0.0264695602618303,0,"L2 correct",55,55,1135,1135,1135,1190,2,2,"Pilot_PPN_2",0
"274","C4.I.19","no","same","-written accent, -stress difference","centro",1,1,0,2,"nogesture",1.04398113243196,0.718867293966977,1.38467523046384,1.06003666475694,-0.0501013135478843,171,"L2 incorrect & L1 mismatch",-201,-201,1185,1185,1356,1155,2,2,"Pilot_PPN_2",0
"275","C4.I.20","no","same","-written accent, -stress difference","insectos",2,2,0,3,"nogesture",1.3477431630045,0.825786290717034,0.859388244737693,2.39889565546801,-0.0173116030259735,205,"L2 incorrect & L1 mismatch",-386,-386,1471,1471,1676,1290,3,3,"Pilot_PPN_2",0
"276","C4.E.21","no","same","-written accent, -stress difference","planeta",2,2,0,3,"nogesture",0.662970074642161,0.943834196490202,0.237730904226407,0.827435125471757,-0.0121334802661295,201,"L2 incorrect & L1 mismatch",-411,-411,1180,1180,1381,970,3,3,"Pilot_PPN_2",0
"277","P.C1.1","yes","difference","+written accent, +stress difference","simpático",3,2,1,4,"nogesture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"278","P.C1.2","yes","difference","+written accent, +stress difference","símbolo",2,1,1,3,"nogesture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"279","P.C1.3","yes","difference","+written accent, +stress difference","kilómetro",3,2,1,4,"nogesture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"280","P.C2.1","no","difference","-written accent, +stress difference","carnaval",1,3,-2,3,"nogesture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"281","P.C2.2","no","difference","-written accent, +stress difference","democracia",4,3,1,4,"nogesture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"282","P.C2.3","no","difference","-written accent, +stress difference","voleibol",1,3,-2,3,"nogesture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"283","P.C3.1","yes","same","+written accent, -stress difference","económico",3,3,0,5,"nogesture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"284","P.C3.2","yes","same","+written accent, -stress difference","energía",3,3,0,4,"nogesture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"285","P.C3.3","yes","same","+written accent, -stress difference","ecología",4,4,0,5,"nogesture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"286","P.C4.1","no","same","-written accent, -stress difference","mandarina",3,3,0,4,"nogesture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"287","P.C4.2","no","same","-written accent, -stress difference","sistema",2,2,0,3,"nogesture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"288","P.C4.3","no","same","-written accent, -stress difference","bailarina",3,3,0,4,"nogesture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"289","C1.I.1","yes","difference","+written accent, +stress difference","análisis",3,2,1,4,"gesture",1.6047800256907,1.38064433925224,1.85039700390291,1.63192843166516,-4.38395889926483,0,"L2 correct",155,-155,1341,1586,1341,1496,2,4,"Pilot_PPN_2",0
"290","C1.I.2","yes","difference","+written accent, +stress difference","centímetro",3,2,1,4,"gesture",1.21479418604667,0.474929309547593,1.99226086322713,1.21400433039701,-1.07832755465506,0,"L2 correct",-80,80,1426,1516,1426,1346,2,4,"Pilot_PPN_2",0
"291","C1.I.3","yes","difference","+written accent, +stress difference","pirámide",3,2,1,4,"gesture",1.24044224051148,1.45873965520665,1.40904320737127,0.891133017759905,-3.28295294964971,0,"L2 correct",25,-25,1381,1406,1381,1406,2,4,"Pilot_PPN_2",0
"292","C1.I.4","yes","difference","+written accent, +stress difference","cardiólogo",3,2,1,4,"gesture",1.28995964859127,1.22781866590629,1.89948343235568,0.781666533832799,-1.91975893432641,0,"L2 correct",-30,30,1295,1486,1295,1265,2,4,"Pilot_PPN_2",0
"293","C1.I.5","yes","difference","+written accent, +stress difference","máquina",2,1,1,3,"gesture",1.0097939810332,1.2209486605492,0.967366550440136,0.871666549717333,-2.04362234184043,-286,"L2 incorrect & L1 mismatch",-311,311,1210,1436,1496,1185,3,3,"Pilot_PPN_2",0
"294","C1.I.6","yes","difference","+written accent, +stress difference","automóvil",4,3,1,4,"gesture",1.00718039386076,0.754906612926529,1.54430519558621,0.752849991065339,-2.49443920870499,0,"L2 correct",385,-385,1381,1546,1381,1766,3,4,"Pilot_PPN_2",0
"295","C1.I.7","yes","difference","+written accent, +stress difference","teléfono",3,2,1,4,"gesture",1.00767265818277,0.582855668539352,1.76005634078469,0.710641500320709,-1.14041453714162,0,"L2 correct",5,-5,1361,1631,1361,1366,2,4,"Pilot_PPN_2",0
"296","C1.I.8","yes","difference","+written accent, +stress difference","fórmula",2,1,1,3,"gesture",1.0934759027456,0.840933552028553,1.45564499334736,1.01698479627741,-1.10504647363587,0,"L2 correct",30,-30,1260,1411,1260,1290,1,3,"Pilot_PPN_2",0
"297","C1.I.9","yes","difference","+written accent, +stress difference","acróbata",3,2,1,4,"gesture",0.787037964058738,-0.253143930290521,1.66765825783595,0.970449199905289,-3.1895509061776,0,"L2 correct",-50,50,1205,1336,1205,1155,2,4,"Pilot_PPN_2",0
"298","C1.I.10","yes","difference","+written accent, +stress difference","satélito",3,2,1,4,"gesture",1.20073170192929,-0.37276944424198,3.01841381796403,0.992936541215202,-4.15803984779006,0,"L2 correct",-15,15,1446,1486,1446,1431,2,4,"Pilot_PPN_2",0
"299","C1.I.11","yes","difference","+written accent, +stress difference","gráfico",2,1,1,3,"gesture",1.02444345855759,-0.120182811740648,1.95969719166724,1.26485973691459,-1.31101264948984,0,"L2 correct",20,-20,1260,1315,1260,1280,1,3,"Pilot_PPN_2",0
"300","C1.I.12","yes","difference","+written accent, +stress difference","océano",3,2,1,4,"gesture",0.787694521639705,1.00870188251292,0.655239993902351,0.723011219462624,-3.90300260181061,-221,"L2 incorrect & L1 mismatch",-241,241,1626,1787,1847,1606,4,4,"Pilot_PPN_2",0
"301","C1.I.13","yes","difference","+written accent, +stress difference","carnívora",3,2,1,4,"gesture",1.08052546690096,0.975873484638887,1.56451472785713,0.733931384173559,-2.14350172457466,-106,"L2 correct",-10,10,1290,1396,1396,1386,3,4,"Pilot_PPN_2",0
"302","C1.I.14","yes","difference","+written accent, +stress difference","católico",3,2,1,4,"gesture",1.71895675485421,1.14021714875309,2.68030022666569,1.38844248777581,-3.44793440076148,0,"L2 correct",-25,25,1416,1546,1416,1391,2,4,"Pilot_PPN_2",0
"303","C1.I.15","yes","difference","+written accent, +stress difference","demócrata",3,2,1,4,"gesture",0.959873101734275,0.303103260948526,1.93763291439658,0.667970193546632,-2.09298867209895,0,"L2 correct",45,-45,1190,1476,1190,1235,2,4,"Pilot_PPN_2",0
"304","C1.I.16","yes","difference","+written accent, +stress difference","gramófono",3,2,1,4,"gesture",1.34282568589261,0.790367683965458,2.16832130115379,1.11047976000989,-4.00590142542444,0,"L2 correct",151,-151,1265,1586,1265,1416,2,4,"Pilot_PPN_2",0
"305","C1.I.17","yes","difference","+written accent, +stress difference","micrófono",3,2,1,4,"gesture",1.73191354735116,0.890191351062168,3.08554849672586,1.27248302297306,-3.50007680815975,0,"L2 correct",95,-95,1817,2202,1817,1912,2,4,"Pilot_PPN_2",0
"306","C1.I.18","yes","difference","+written accent, +stress difference","metáfora",3,2,1,4,"gesture",1.56572101231466,1.04689563373538,2.48573328749678,1.21198020699408,-2.63538023315834,0,"L2 correct",15,-15,1396,1616,1396,1411,2,4,"Pilot_PPN_2",0
"307","C1.I.19","yes","difference","+written accent, +stress difference","catástrofe",3,2,1,4,"gesture",1.48667241029183,0.783738525063853,2.10172888597374,1.61960049893765,-2.90973473374595,0,"L2 correct",-75,75,1315,1586,1315,1240,2,4,"Pilot_PPN_2",0
"308","C1.I.20","yes","difference","+written accent, +stress difference","cafetería",3,4,-1,5,"gesture",1.35590681417819,-0.408824641633335,3.15377149705962,1.3638616723864,-2.16126418051124,-356,"L2 incorrect & L1 mismatch",5,5,1877,1716,1521,1526,2,5,"Pilot_PPN_2",0
"309","C1.E.21","yes","difference","+written accent, +stress difference","sofá",1,2,-1,2,"gesture",1.13904349669084,0.869346779947485,1.38586794293925,1.19643223678247,-2.4219695151719,0,"L2 correct",-150,-150,1290,1120,1290,1140,2,2,"Pilot_PPN_2",0
"310","C2.I.1","no","difference","-written accent, +stress difference","clima",2,1,1,2,"gesture",0.938475265518573,0.747808801828274,1.36150698596528,0.734548653171818,-2.01384989939413,-35,"L2 correct",-10,10,1210,1245,1245,1235,2,2,"Pilot_PPN_2",0
"311","C2.I.2","no","difference","-written accent, +stress difference","vacaciones",2,3,-1,4,"gesture",1.2719615561751,0.806760720535428,1.59048175331417,1.45718648425676,-1.22248168857368,0,"L2 correct",-321,-321,1601,1310,1601,1280,3,4,"Pilot_PPN_2",0
"312","C2.I.3","no","difference","-written accent, +stress difference","profesor",2,3,-1,3,"gesture",1.16136255151237,0.845714131173397,1.57667703206447,1.09688929589054,-1.92505795800525,0,"L2 correct",-130,-130,1676,1486,1676,1546,3,3,"Pilot_PPN_2",0
"313","C2.I.4","no","difference","-written accent, +stress difference","ventilador",3,4,-1,4,"gesture",1.04162087914869,0.992543314236504,1.13280833712315,1.03107525515154,-3.20340966941217,0,"L2 correct",-185,-185,1586,1396,1586,1401,4,4,"Pilot_PPN_2",0
