"","MT$time_ms","MT$y_index_right","hand"
"1",20,-1386.26,"right"
"2",40,-1386.16,"right"
"3",60,-1386.23,"right"
"4",80,-1386.62,"right"
"5",100,-1387.55,"right"
"6",120,-1389.24,"right"
"7",140,-1390.54,"right"
"8",160,-1391.9,"right"
"9",180,-1392.03,"right"
"10",200,-1392.07,"right"
"11",220,-1391.81,"right"
"12",240,-1392.77,"right"
"13",260,-1392.96,"right"
"14",280,-1392.78,"right"
"15",300,-1392.8,"right"
"16",320,-1392.94,"right"
"17",340,-1392.85,"right"
"18",360,-1393.42,"right"
"19",380,-1393.28,"right"
"20",400,-1394.37,"right"
"21",420,-1394.27,"right"
"22",440,-1395.71,"right"
"23",460,-1395.34,"right"
"24",480,-1394.19,"right"
"25",500,-1393.78,"right"
"26",520,-1395.94,"right"
"27",540,-1396.78,"right"
"28",560,-1394.82,"right"
"29",580,-1393.77,"right"
"30",600,-1396.62,"right"
"31",620,-1396.42,"right"
"32",640,-1397.04,"right"
"33",660,-1395.71,"right"
"34",680,-1397.14,"right"
"35",700,-1397.99,"right"
"36",720,-1399.24,"right"
"37",740,-1399.54,"right"
"38",760,-1398.28,"right"
"39",780,-1400.99,"right"
"40",800,-1400.09,"right"
"41",820,-1399.39,"right"
"42",840,-1402.79,"right"
"43",860,-1400.55,"right"
"44",880,-1401.83,"right"
"45",900,-1402.1,"right"
"46",920,-1402.01,"right"
"47",940,-1403.07,"right"
"48",960,-1402.6,"right"
"49",980,-1401.03,"right"
"50",1000,-1402.58,"right"
"51",1020,-1400.9,"right"
"52",1040,-1401.03,"right"
"53",1060,-1400.38,"right"
"54",1080,-1402.72,"right"
"55",1100,-1402.66,"right"
"56",1120,-1402.82,"right"
"57",1140,-1402.7,"right"
"58",1160,-1402.09,"right"
"59",1180,-1404.46,"right"
"60",1200,-1403.23,"right"
"61",1220,-1405.52,"right"
"62",1240,-1402.9,"right"
"63",1260,-1402.94,"right"
"64",1280,-1404.18,"right"
"65",1300,-1404.11,"right"
"66",1320,-1405.78,"right"
"67",1340,-1404.08,"right"
"68",1360,-1404.35,"right"
"69",1380,-1405.49,"right"
"70",1400,-1406.93,"right"
"71",1420,-1406.93,"right"
"72",1440,-1407.06,"right"
"73",1460,-1407.08,"right"
"74",1480,-1407.69,"right"
"75",1500,-1408.04,"right"
"76",1520,-1408.06,"right"
"77",1540,-1407.07,"right"
"78",1560,-1408.01,"right"
"79",1580,-1405.59,"right"
"80",1600,-1406.56,"right"
"81",1620,-1409.17,"right"
"82",1640,-1409.08,"right"
"83",1660,-1406.5,"right"
"84",1680,-1407.94,"right"
"85",1700,-1407.6,"right"
"86",1720,-1408.99,"right"
"87",1740,-1408.99,"right"
"88",1760,-1408.75,"right"
"89",1780,-1408.62,"right"
"90",1800,-1408.78,"right"
"91",1820,-1407.95,"right"
"92",1840,-1408.01,"right"
"93",1860,-1407.07,"right"
"94",1880,-1408.17,"right"
"95",1900,-1408.13,"right"
"96",1920,-1408.22,"right"
"97",1940,-1409.34,"right"
"98",1960,-1408.83,"right"
"99",1980,-1409.39,"right"
"100",2000,-1409.72,"right"
"101",2020,-1410.26,"right"
"102",2040,-1410.58,"right"
"103",2060,-1409.41,"right"
"104",2080,-1408.04,"right"
"105",2100,-1409.22,"right"
"106",2120,-1409.33,"right"
"107",2140,-1409.13,"right"
"108",2160,-1409.19,"right"
"109",2180,-1409.22,"right"
"110",2200,-1406.98,"right"
"111",2220,-1409.22,"right"
"112",2240,-1409.37,"right"
"113",2260,-1410.4,"right"
"114",2280,-1410.54,"right"
"115",2300,-1410.39,"right"
"116",2320,-1410.01,"right"
"117",2340,-1410.2,"right"
"118",2360,-1409.32,"right"
"119",2380,-1410.42,"right"
"120",2400,-1410.39,"right"
"121",2420,-1410.47,"right"
"122",2440,-1410.14,"right"
"123",2460,-1409.32,"right"
"124",2480,-1410.86,"right"
"125",2500,-1408.27,"right"
"126",2520,-1410.81,"right"
"127",2540,-1411.63,"right"
"128",2560,-1410.48,"right"
"129",2580,-1410.15,"right"
"130",2600,-1409.41,"right"
"131",2620,-1409.56,"right"
"132",2640,-1408.43,"right"
"133",2660,-1410.52,"right"
"134",2680,-1410.56,"right"
"135",2700,-1409.12,"right"
"136",2720,-1410.52,"right"
"137",2740,-1408.27,"right"
"138",2760,-1408.34,"right"
"139",2780,-1407.17,"right"
"140",2800,-1407.2,"right"
"141",2820,-1408.63,"right"
"142",2840,-1408.61,"right"
"143",2860,-1408.48,"right"
"144",2880,-1408.45,"right"
"145",2900,-1408.48,"right"
"146",2920,-1407.08,"right"
"147",2940,-1407.23,"right"
"148",2960,-1407.16,"right"
"149",2980,-1407,"right"
"150",3000,-1407.15,"right"
"151",3020,-1406.92,"right"
"152",3040,-1407.96,"right"
"153",3060,-1407.07,"right"
"154",3080,-1407.05,"right"
"155",3100,-1407.08,"right"
"156",3120,-1408.44,"right"
"157",3140,-1409.34,"right"
"158",3160,-1410.62,"right"
"159",3180,-1411.89,"right"
"160",3200,-1410.46,"right"
"161",3220,-1413.1,"right"
"162",3240,-1412.98,"right"
"163",3260,-1413.02,"right"
"164",3280,-1412.73,"right"
"165",3300,-1413.12,"right"
"166",3320,-1412.53,"right"
"167",3340,-1412.84,"right"
"168",3360,-1412.82,"right"
"169",3380,-1412.99,"right"
"170",3400,-1413.02,"right"
"171",3420,-1413.56,"right"
"172",3440,-1412.67,"right"
"173",3460,-1412.94,"right"
"174",3480,-1412.64,"right"
"175",3500,-1412.87,"right"
"176",3520,-1413.52,"right"
"177",3540,-1413.02,"right"
"178",3560,-1412.9,"right"
"179",3580,-1413.96,"right"
"180",3600,-1414.23,"right"
"181",3620,-1414.33,"right"
"182",3640,-1414.21,"right"
"183",3660,-1414.16,"right"
"184",3680,-1413.75,"right"
"185",3700,-1413.81,"right"
"186",3720,-1414.32,"right"
"187",3740,-1413.93,"right"
"188",3760,-1412.77,"right"
"189",3780,-1412.72,"right"
"190",3800,-1411.91,"right"
"191",3820,-1411.49,"right"
"192",3840,-1411.65,"right"
"193",3860,-1414.12,"right"
"194",3880,-1414.23,"right"
"195",3900,-1414.15,"right"
"196",3920,-1412.58,"right"
"197",3940,-1414.18,"right"
"198",3960,-1414.18,"right"
"199",3980,-1414.06,"right"
"200",4000,-1414.17,"right"
"201",4020,-1414.42,"right"
"202",4040,-1414.29,"right"
"203",4060,-1414.42,"right"
"204",4080,-1414.31,"right"
"205",4100,-1412.82,"right"
"206",4120,-1412.91,"right"
"207",4140,-1413.02,"right"
"208",4160,-1412.88,"right"
"209",4180,-1412.95,"right"
"210",4200,-1411.53,"right"
"211",4220,-1412.99,"right"
"212",4240,-1411.8,"right"
"213",4260,-1411.76,"right"
"214",4280,-1410.64,"right"
"215",4300,-1410.65,"right"
"216",4320,-1410.49,"right"
"217",4340,-1410.45,"right"
"218",4360,-1411.74,"right"
"219",4380,-1410.51,"right"
"220",4400,-1411.65,"right"
"221",4420,-1410.59,"right"
"222",4440,-1409.5,"right"
"223",4460,-1410.61,"right"
"224",4480,-1410.59,"right"
"225",4500,-1409.48,"right"
"226",4520,-1409.45,"right"
"227",4540,-1409.41,"right"
"228",4560,-1409.35,"right"
"229",4580,-1409.37,"right"
"230",4600,-1408.91,"right"
"231",4620,-1408.91,"right"
"232",4640,-1408.62,"right"
"233",4660,-1408.82,"right"
"234",4680,-1408.6,"right"
"235",4700,-1408.94,"right"
"236",4720,-1408.96,"right"
"237",4740,-1408.97,"right"
"238",4760,-1409.04,"right"
"239",4780,-1409.08,"right"
"240",4800,-1408.91,"right"
"241",4820,-1409.11,"right"
"242",4840,-1410.34,"right"
"243",4860,-1408.35,"right"
"244",4880,-1408.47,"right"
"245",4900,-1410.41,"right"
"246",4920,-1410.57,"right"
"247",4940,-1409.2,"right"
"248",4960,-1409.31,"right"
"249",4980,-1410.93,"right"
"250",5000,-1412.14,"right"
"251",5020,-1410.53,"right"
"252",5040,-1411.79,"right"
"253",5060,-1411.64,"right"
"254",5080,-1412.93,"right"
"255",5100,-1414.22,"right"
"256",5120,-1413.05,"right"
"257",5140,-1414.15,"right"
"258",5160,-1412.89,"right"
"259",5180,-1413.87,"right"
"260",5200,-1416.55,"right"
"261",5220,-1415.36,"right"
"262",5240,-1414.18,"right"
"263",5260,-1415.66,"right"
"264",5280,-1415.72,"right"
"265",5300,-1415.84,"right"
"266",5320,-1414.77,"right"
"267",5340,-1415.77,"right"
"268",5360,-1415.27,"right"
"269",5380,-1415.41,"right"
"270",5400,-1416.52,"right"
"271",5420,-1415.22,"right"
"272",5440,-1416.49,"right"
"273",5460,-1417.17,"right"
"274",5480,-1417.58,"right"
"275",5500,-1417.65,"right"
"276",5520,-1417.06,"right"
"277",5540,-1416.55,"right"
"278",5560,-1417.82,"right"
"279",5580,-1417.78,"right"
"280",5600,-1416.08,"right"
"281",5620,-1417.26,"right"
"282",5640,-1415.99,"right"
"283",5660,-1416.16,"right"
"284",5680,-1416.16,"right"
"285",5700,-1416.25,"right"
"286",5720,-1416.09,"right"
"287",5740,-1416.24,"right"
"288",5760,-1416.81,"right"
"289",5780,-1416.87,"right"
"290",5800,-1417.63,"right"
"291",5820,-1415.79,"right"
"292",5840,-1415.88,"right"
"293",5860,-1416.18,"right"
"294",5880,-1416.07,"right"
"295",5900,-1416.07,"right"
"296",5920,-1416.64,"right"
"297",5940,-1415.83,"right"
"298",5960,-1416.73,"right"
"299",5980,-1417.71,"right"
"300",6000,-1417.73,"right"
"301",6020,-1417.87,"right"
"302",6040,-1417.55,"right"
"303",6060,-1417.73,"right"
"304",6080,-1417.54,"right"
"305",6100,-1415.77,"right"
"306",6120,-1415.67,"right"
"307",6140,-1415.73,"right"
"308",6160,-1415.68,"right"
"309",6180,-1415.68,"right"
"310",6200,-1415.63,"right"
"311",6220,-1419,"right"
"312",6240,-1419,"right"
"313",6260,-1415.67,"right"
"314",6280,-1417.82,"right"
"315",6300,-1417.9,"right"
"316",6320,-1415.83,"right"
"317",6340,-1415.84,"right"
"318",6360,-1415.84,"right"
"319",6380,-1415.79,"right"
"320",6400,-1415.83,"right"
"321",6420,-1415.87,"right"
"322",6440,-1415.85,"right"
"323",6460,-1415.86,"right"
"324",6480,-1415.8,"right"
"325",6500,-1415.81,"right"
"326",6520,-1415.78,"right"
"327",6540,-1415.83,"right"
"328",6560,-1415.79,"right"
"329",6580,-1416.95,"right"
"330",6600,-1415.71,"right"
"331",6620,-1416.83,"right"
"332",6640,-1418.9,"right"
"333",6660,-1416.87,"right"
"334",6680,-1415.65,"right"
"335",6700,-1416.83,"right"
"336",6720,-1418.86,"right"
"337",6740,-1418.1,"right"
"338",6760,-1418.1,"right"
"339",6780,-1418.1,"right"
"340",6800,-1416.8,"right"
"341",6820,-1416.91,"right"
"342",6840,-1415.94,"right"
"343",6860,-1416.83,"right"
"344",6880,-1416.53,"right"
"345",6900,-1416.61,"right"
"346",6920,-1416.81,"right"
"347",6940,-1418.07,"right"
"348",6960,-1418.03,"right"
"349",6980,-1418,"right"
"350",7000,-1418.75,"right"
"351",7020,-1416.86,"right"
"352",7040,-1416.81,"right"
"353",7060,-1416.85,"right"
"354",7080,-1416.82,"right"
"355",7100,-1417.02,"right"
"356",7120,-1416.99,"right"
"357",7140,-1418.09,"right"
"358",7160,-1417.09,"right"
"359",7180,-1417.18,"right"
"360",7200,-1416.16,"right"
"361",7220,-1416.14,"right"
"362",7240,-1416.17,"right"
"363",7260,-1416.11,"right"
"364",7280,-1416.11,"right"
"365",7300,-1416.08,"right"
"366",7320,-1416.09,"right"
"367",7340,-1415.31,"right"
"368",7360,-1415.33,"right"
"369",7380,-1416.59,"right"
"370",7400,-1415.4,"right"
"371",7420,-1415.44,"right"
"372",7440,-1417.82,"right"
"373",7460,-1417.76,"right"
"374",7480,-1417.73,"right"
"375",7500,-1416.39,"right"
"376",7520,-1417.47,"right"
"377",7540,-1417.5,"right"
"378",7560,-1417.45,"right"
"379",7580,-1417.36,"right"
"380",7600,-1413.95,"right"
"381",7620,-1413.12,"right"
"382",7640,-1413.86,"right"
"383",7660,-1415.06,"right"
"384",7680,-1413.93,"right"
"385",7700,-1414.13,"right"
"386",7720,-1414.21,"right"
"387",7740,-1414.19,"right"
"388",7760,-1416.53,"right"
"389",7780,-1416.57,"right"
"390",7800,-1416.32,"right"
"391",7820,-1415.63,"right"
"392",7840,-1415.2,"right"
"393",7860,-1415.67,"right"
"394",7880,-1416.33,"right"
"395",7900,-1414.62,"right"
"396",7920,-1416.22,"right"
"397",7940,-1415.15,"right"
"398",7960,-1416.34,"right"
"399",7980,-1415.59,"right"
"400",8000,-1414.87,"right"
"401",8020,-1412.56,"right"
"402",8040,-1414.29,"right"
"403",8060,-1412.62,"right"
"404",8080,-1413.31,"right"
"405",8100,-1412.61,"right"
"406",8120,-1414.07,"right"
"407",8140,-1411.78,"right"
"408",8160,-1411.67,"right"
"409",8180,-1411.9,"right"
"410",8200,-1411.77,"right"
"411",8220,-1413.06,"right"
"412",8240,-1414.63,"right"
"413",8260,-1417.32,"right"
"414",8280,-1418.66,"right"
"415",8300,-1417.69,"right"
"416",8320,-1419.88,"right"
"417",8340,-1424.78,"right"
"418",8360,-1425.99,"right"
"419",8380,-1429.46,"right"
"420",8400,-1427.51,"right"
"421",8420,-1428.47,"right"
"422",8440,-1433.61,"right"
"423",8460,-1431.54,"right"
"424",8480,-1431.63,"right"
"425",8500,-1432.51,"right"
"426",8520,-1422.18,"right"
"427",8540,-1427.59,"right"
"428",8560,-1407.29,"right"
"429",8580,-1405.58,"right"
"430",8600,-1249.1,"right"
"431",8620,-1192.08,"right"
"432",8640,-1249.12,"right"
"433",8660,-1153.93,"right"
"434",8680,-1145.78,"right"
"435",8700,-1046.43,"right"
"436",8720,-927.453,"right"
"437",8740,-888.491,"right"
"438",8760,-805.188,"right"
"439",8780,-746.234,"right"
"440",8800,-732.971,"right"
"441",8820,-780.115,"right"
"442",8840,-632.811,"right"
"443",8860,-511.555,"right"
"444",8880,-495.063,"right"
"445",8900,-483.18,"right"
"446",8920,-466.628,"right"
"447",8940,-459.14,"right"
"448",8960,-452.373,"right"
"449",8980,-452.65,"right"
"450",9000,-451.251,"right"
"451",9020,-456.662,"right"
"452",9040,-461.92,"right"
"453",9060,-474.622,"right"
"454",9080,-708.47,"right"
"455",9100,-771.688,"right"
"456",9120,-818.807,"right"
"457",9140,-853.033,"right"
"458",9160,-826.477,"right"
"459",9180,-951.982,"right"
"460",9200,-1136.26,"right"
"461",9220,-1200.24,"right"
"462",9240,-1193.71,"right"
"463",9260,-1211.11,"right"
"464",9280,-1200.57,"right"
"465",9300,-1036.8,"right"
"466",9320,-1097.84,"right"
"467",9340,-929.841,"right"
"468",9360,-858.606,"right"
"469",9380,-767.421,"right"
"470",9400,-741.154,"right"
"471",9420,-726.958,"right"
"472",9440,-745.309,"right"
"473",9460,-574.524,"right"
"474",9480,-593.853,"right"
"475",9500,-608.335,"right"
"476",9520,-597.745,"right"
"477",9540,-495.067,"right"
"478",9560,-491.443,"right"
"479",9580,-491.245,"right"
"480",9600,-490.358,"right"
"481",9620,-491.36,"right"
"482",9640,-493.48,"right"
"483",9660,-496.055,"right"
"484",9680,-500.61,"right"
"485",9700,-502.819,"right"
"486",9720,-506.31,"right"
"487",9740,-509.643,"right"
"488",9760,-511.34,"right"
"489",9780,-509.351,"right"
"490",9800,-517.519,"right"
"491",9820,-532.524,"right"
"492",9840,-544.598,"right"
"493",9860,-546.41,"right"
"494",9880,-568.86,"right"
"495",9900,-612.549,"right"
"496",9920,-664.755,"right"
"497",9940,-703.279,"right"
"498",9960,-857.045,"right"
"499",9980,-839.009,"right"
"500",10000,-849.557,"right"
"501",10020,-888.644,"right"
"502",10040,-904.568,"right"
"503",10060,-972.837,"right"
"504",10080,-996.048,"right"
"505",10100,-1037.85,"right"
"506",10120,-1118.9,"right"
"507",10140,-1165.98,"right"
"508",10160,-1194.71,"right"
"509",10180,-1223.02,"right"
"510",10200,-1263.47,"right"
"511",10220,-1268.14,"right"
"512",10240,-1308.06,"right"
"513",10260,-1384.57,"right"
"514",10280,-1400.24,"right"
"515",10300,-1418.18,"right"
"516",10320,-1430.27,"right"
"517",10340,-1432.35,"right"
"518",10360,-1433.93,"right"
"519",10380,-1430.4,"right"
"520",10400,-1428.03,"right"
"521",10420,-1427.68,"right"
"522",10440,-1424.5,"right"
"523",10460,-1423.93,"right"
"524",10480,-1420.48,"right"
"525",10500,-1419.09,"right"
"526",10520,-1417.66,"right"
"527",10540,-1416.37,"right"
"528",10560,-1416.48,"right"
"529",10580,-1416.32,"right"
"530",10600,-1415.12,"right"
"531",10620,-1415.09,"right"
"532",10640,-1414.44,"right"
"533",10660,-1414.38,"right"
"534",10680,-1414.4,"right"
"535",10700,-1414.57,"right"
"536",10720,-1415.02,"right"
"537",10740,-1415.24,"right"
"538",10760,-1413.42,"right"
"539",10780,-1413.11,"right"
"540",10800,-1411.85,"right"
"541",10820,-1412.09,"right"
"542",10840,-1412.33,"right"
"543",10860,-1412.11,"right"
"544",10880,-1412.53,"right"
"545",10900,-1413.29,"right"
"546",10920,-1412.54,"right"
"547",10940,-1411.63,"right"
"548",10960,-1413.58,"right"
"549",10980,-1412.63,"right"
"550",11000,-1413.65,"right"
"551",11020,-1414.92,"right"
"552",11040,-1417.23,"right"
"553",11060,-1417.11,"right"
"554",11080,-1418.1,"right"
"555",11100,-1418.03,"right"
"556",11120,-1417.35,"right"
"557",11140,-1418.04,"right"
"558",11160,-1417.72,"right"
"559",11180,-1416.39,"right"
"560",11200,-1416.47,"right"
"561",11220,-1416.54,"right"
"562",11240,-1416.65,"right"
"563",11260,-1416.68,"right"
"564",11280,-1417.48,"right"
"565",11300,-1416.09,"right"
"566",11320,-1417.53,"right"
"567",11340,-1418.6,"right"
"568",11360,-1418.83,"right"
"569",11380,-1419.76,"right"
"570",11400,-1420.45,"right"
"571",11420,-1417.46,"right"
"572",11440,-1421.81,"right"
"573",11460,-1413.82,"right"
"574",11480,-1388.09,"right"
"575",11500,-1390.14,"right"
"576",11520,-1262.98,"right"
"577",11540,-1207.57,"right"
"578",11560,-1089.07,"right"
"579",11580,-1197.97,"right"
"580",11600,-1026.91,"right"
"581",11620,-1031.94,"right"
"582",11640,-840.814,"right"
"583",11660,-808.86,"right"
"584",11680,-691.195,"right"
"585",11700,-816.873,"right"
"586",11720,-578.508,"right"
"587",11740,-570.413,"right"
"588",11760,-538.69,"right"
"589",11780,-519.871,"right"
"590",11800,-512.275,"right"
"591",11820,-512.439,"right"
"592",11840,-513.066,"right"
"593",11860,-521.09,"right"
"594",11880,-559.211,"right"
"595",11900,-828.53,"right"
"596",11920,-863.824,"right"
"597",11940,-841.659,"right"
"598",11960,-992.323,"right"
"599",11980,-1139.64,"right"
"600",12000,-1140.65,"right"
"601",12020,-1257.3,"right"
"602",12040,-1257.54,"right"
"603",12060,-1267.85,"right"
"604",12080,-1148.69,"right"
"605",12100,-1138.89,"right"
"606",12120,-1104.9,"right"
"607",12140,-1077.67,"right"
"608",12160,-1026.25,"right"
"609",12180,-977.928,"right"
"610",12200,-777.544,"right"
"611",12220,-813.811,"right"
"612",12240,-739.2,"right"
"613",12260,-618.508,"right"
"614",12280,-614.462,"right"
"615",12300,-596.124,"right"
"616",12320,-607.652,"right"
"617",12340,-612.614,"right"
"618",12360,-602.116,"right"
"619",12380,-606.82,"right"
"620",12400,-691.479,"right"
"621",12420,-636.257,"right"
"622",12440,-673.094,"right"
"623",12460,-777.101,"right"
"624",12480,-923.998,"right"
"625",12500,-891.723,"right"
"626",12520,-955.654,"right"
"627",12540,-972.822,"right"
"628",12560,-1057.46,"right"
"629",12580,-1150.6,"right"
"630",12600,-1146,"right"
"631",12620,-1192.35,"right"
"632",12640,-1250.19,"right"
"633",12660,-1292.4,"right"
"634",12680,-1344.75,"right"
"635",12700,-1370.44,"right"
"636",12720,-1392.78,"right"
"637",12740,-1407.57,"right"
"638",12760,-1420.82,"right"
"639",12780,-1432.06,"right"
"640",12800,-1432.61,"right"
"641",12820,-1435.86,"right"
"642",12840,-1437.02,"right"
"643",12860,-1434.69,"right"
"644",12880,-1432.68,"right"
"645",12900,-1431.6,"right"
"646",12920,-1428.82,"right"
"647",12940,-1427.92,"right"
"648",12960,-1427.94,"right"
"649",12980,-1424.3,"right"
"650",13000,-1425.04,"right"
"651",13020,-1424.19,"right"
"652",13040,-1422.62,"right"
"653",13060,-1422.55,"right"
"654",13080,-1421.88,"right"
"655",13100,-1421.55,"right"
"656",13120,-1422.91,"right"
"657",13140,-1422.34,"right"
"658",13160,-1424.86,"right"
"659",13180,-1424.91,"right"
"660",13200,-1424.48,"right"
"661",13220,-1421.58,"right"
"662",13240,-1423.48,"right"
"663",13260,-1423.17,"right"
"664",13280,-1421.28,"right"
"665",13300,-1421.43,"right"
"666",13320,-1421.81,"right"
"667",13340,-1421.59,"right"
"668",13360,-1420.52,"right"
"669",13380,-1421.49,"right"
"670",13400,-1421.52,"right"
"671",13420,-1422.66,"right"
"672",13440,-1424.04,"right"
"673",13460,-1426.31,"right"
"674",13480,-1426.45,"right"
"675",13500,-1424.91,"right"
"676",13520,-1425.39,"right"
"677",13540,-1426.96,"right"
"678",13560,-1427.05,"right"
"679",13580,-1426.85,"right"
"680",13600,-1427.02,"right"
"681",13620,-1429.88,"right"
"682",13640,-1428.74,"right"
"683",13660,-1428.87,"right"
"684",13680,-1428.38,"right"
"685",13700,-1429.73,"right"
"686",13720,-1429.25,"right"
"687",13740,-1428.76,"right"
"688",13760,-1428.67,"right"
"689",13780,-1427.69,"right"
"690",13800,-1428.63,"right"
"691",13820,-1426.02,"right"
"692",13840,-1426.64,"right"
"693",13860,-1426.11,"right"
"694",13880,-1427.4,"right"
"695",13900,-1428.47,"right"
"696",13920,-1430.73,"right"
"697",13940,-1430.97,"right"
"698",13960,-1427.77,"right"
"699",13980,-1432.9,"right"
"700",14000,-1432.57,"right"
"701",14020,-1433.12,"right"
"702",14040,-1432.15,"right"
"703",14060,-1434.24,"right"
"704",14080,-1432.66,"right"
"705",14100,-1433.97,"right"
"706",14120,-1432.19,"right"
"707",14140,-1432.71,"right"
"708",14160,-1430.45,"right"
"709",14180,-1431.35,"right"
"710",14200,-1429.63,"right"
"711",14220,-1428.51,"right"
"712",14240,-1429.6,"right"
"713",14260,-1431.61,"right"
"714",14280,-1431.76,"right"
"715",14300,-1430.8,"right"
"716",14320,-1429.55,"right"
"717",14340,-1430.05,"right"
"718",14360,-1431.89,"right"
"719",14380,-1432.6,"right"
"720",14400,-1435.15,"right"
"721",14420,-1431.66,"right"
"722",14440,-1309.77,"right"
"723",14460,-1305.28,"right"
"724",14480,-1282.57,"right"
"725",14500,-1236.82,"right"
"726",14520,-1238,"right"
"727",14540,-1163.72,"right"
"728",14560,-1155.48,"right"
"729",14580,-994.44,"right"
"730",14600,-863.21,"right"
"731",14620,-794.065,"right"
"732",14640,-706.866,"right"
"733",14660,-686.514,"right"
"734",14680,-641.536,"right"
"735",14700,-551.795,"right"
"736",14720,-488.154,"right"
"737",14740,-463.915,"right"
"738",14760,-453.407,"right"
"739",14780,-455.204,"right"
"740",14800,-458.064,"right"
"741",14820,-482.986,"right"
"742",14840,-503.592,"right"
"743",14860,-694.801,"right"
"744",14880,-759.473,"right"
"745",14900,-932.784,"right"
"746",14920,-1053.19,"right"
"747",14940,-1173.06,"right"
"748",14960,-1154.58,"right"
"749",14980,-1278.91,"right"
"750",15000,-1271.01,"right"
"751",15020,-1197.77,"right"
"752",15040,-1132.87,"right"
"753",15060,-1120.63,"right"
"754",15080,-988.569,"right"
"755",15100,-854.63,"right"
"756",15120,-799.712,"right"
"757",15140,-846.41,"right"
"758",15160,-581.733,"right"
"759",15180,-634.038,"right"
"760",15200,-511.246,"right"
"761",15220,-491.061,"right"
"762",15240,-480.638,"right"
"763",15260,-478.116,"right"
"764",15280,-483.829,"right"
"765",15300,-490.367,"right"
"766",15320,-489.074,"right"
"767",15340,-494.621,"right"
"768",15360,-501.358,"right"
"769",15380,-509.379,"right"
"770",15400,-514.424,"right"
"771",15420,-521.823,"right"
"772",15440,-525.271,"right"
"773",15460,-527.687,"right"
"774",15480,-529.725,"right"
"775",15500,-529.889,"right"
"776",15520,-531.528,"right"
"777",15540,-532.719,"right"
"778",15560,-535.96,"right"
"779",15580,-537.138,"right"
"780",15600,-538.537,"right"
"781",15620,-539.765,"right"
"782",15640,-543.234,"right"
"783",15660,-544.769,"right"
"784",15680,-546.24,"right"
"785",15700,-546.096,"right"
"786",15720,-547.421,"right"
"787",15740,-547.344,"right"
"788",15760,-547.044,"right"
"789",15780,-546.1,"right"
"790",15800,-548.445,"right"
"791",15820,-547.056,"right"
"792",15840,-548.485,"right"
"793",15860,-547.457,"right"
"794",15880,-546.314,"right"
"795",15900,-547.558,"right"
"796",15920,-547.409,"right"
"797",15940,-546.231,"right"
"798",15960,-546.224,"right"
"799",15980,-548.198,"right"
"800",16000,-548.609,"right"
"801",16020,-549.719,"right"
"802",16040,-551.726,"right"
"803",16060,-551.673,"right"
"804",16080,-551.765,"right"
"805",16100,-551.778,"right"
"806",16120,-551.8,"right"
"807",16140,-552.972,"right"
"808",16160,-552.968,"right"
"809",16180,-553.015,"right"
"810",16200,-553.023,"right"
"811",16220,-554.148,"right"
"812",16240,-551.874,"right"
"813",16260,-551.825,"right"
"814",16280,-553.26,"right"
"815",16300,-551.917,"right"
"816",16320,-554.239,"right"
"817",16340,-551.819,"right"
"818",16360,-551.827,"right"
"819",16380,-551.86,"right"
"820",16400,-554.02,"right"
"821",16420,-554.055,"right"
"822",16440,-552.999,"right"
"823",16460,-554.121,"right"
"824",16480,-555.117,"right"
"825",16500,-552.938,"right"
"826",16520,-552.91,"right"
"827",16540,-552.86,"right"
"828",16560,-552.233,"right"
"829",16580,-552.291,"right"
"830",16600,-552.781,"right"
"831",16620,-552.917,"right"
"832",16640,-552.871,"right"
"833",16660,-552.96,"right"
"834",16680,-555.03,"right"
"835",16700,-552.913,"right"
"836",16720,-552.799,"right"
"837",16740,-552.825,"right"
"838",16760,-552.937,"right"
"839",16780,-552.757,"right"
"840",16800,-552.701,"right"
"841",16820,-550.982,"right"
"842",16840,-550.958,"right"
"843",16860,-551.473,"right"
"844",16880,-551.585,"right"
"845",16900,-550.391,"right"
"846",16920,-552.409,"right"
"847",16940,-550.404,"right"
"848",16960,-552.317,"right"
"849",16980,-553.191,"right"
"850",17000,-552.376,"right"
"851",17020,-551.121,"right"
"852",17040,-549.674,"right"
"853",17060,-552.227,"right"
"854",17080,-549.077,"right"
"855",17100,-549.203,"right"
"856",17120,-549.22,"right"
"857",17140,-550.249,"right"
"858",17160,-550.637,"right"
"859",17180,-551.701,"right"
"860",17200,-550.521,"right"
"861",17220,-551.633,"right"
"862",17240,-551.805,"right"
"863",17260,-551.725,"right"
"864",17280,-551.727,"right"
"865",17300,-550.47,"right"
"866",17320,-549.258,"right"
"867",17340,-551.211,"right"
"868",17360,-551.156,"right"
"869",17380,-551.31,"right"
"870",17400,-551.21,"right"
"871",17420,-551.216,"right"
"872",17440,-550.665,"right"
"873",17460,-551.794,"right"
"874",17480,-550.75,"right"
"875",17500,-551.742,"right"
"876",17520,-550.004,"right"
"877",17540,-547.871,"right"
"878",17560,-547.884,"right"
"879",17580,-549.179,"right"
"880",17600,-549.12,"right"
"881",17620,-550.193,"right"
"882",17640,-549.101,"right"
"883",17660,-550.021,"right"
"884",17680,-549.955,"right"
"885",17700,-549.984,"right"
"886",17720,-550.039,"right"
"887",17740,-550.194,"right"
"888",17760,-549.425,"right"
"889",17780,-549.389,"right"
"890",17800,-547.127,"right"
"891",17820,-546.135,"right"
"892",17840,-544.983,"right"
"893",17860,-547.319,"right"
