"","MT$time_ms","MT$y_index_right","hand"
"13871",277420,-1343.98,"right"
"13872",277440,-1296.92,"right"
"13873",277460,-1388.89,"right"
"13874",277480,-1418.47,"right"
"13875",277500,-1436.66,"right"
"13876",277520,-1442.17,"right"
"13877",277540,-1451.8,"right"
"13878",277560,-1457.8,"right"
"13879",277580,-1456.79,"right"
"13880",277600,-1453.86,"right"
"13881",277620,-1455.51,"right"
"13882",277640,-1452.51,"right"
"13883",277660,-1449.22,"right"
"13884",277680,-1447.05,"right"
"13885",277700,-1443.93,"right"
"13886",277720,-1442.24,"right"
"13887",277740,-1428.78,"right"
"13888",277760,-1408.08,"right"
"13889",277780,-1424.08,"right"
"13890",277800,-1381.14,"right"
"13891",277820,-1419.72,"right"
"13892",277840,-1382.87,"right"
"13893",277860,-1417.31,"right"
"13894",277880,-1392.54,"right"
"13895",277900,-1394.56,"right"
"13896",277920,-1382.31,"right"
"13897",277940,-1368.75,"right"
"13898",277960,-1391.79,"right"
"13899",277980,-1389.86,"right"
"13900",278000,-1393.09,"right"
"13901",278020,-1378.01,"right"
"13902",278040,-1388.56,"right"
"13903",278060,-1392.61,"right"
"13904",278080,-1402.45,"right"
"13905",278100,-1403.1,"right"
"13906",278120,-1397.38,"right"
"13907",278140,-1406.81,"right"
"13908",278160,-1408.02,"right"
"13909",278180,-1412.56,"right"
"13910",278200,-1413.85,"right"
"13911",278220,-1412.32,"right"
"13912",278240,-1416.82,"right"
"13913",278260,-1417.34,"right"
"13914",278280,-1418.22,"right"
"13915",278300,-1420,"right"
"13916",278320,-1423.77,"right"
"13917",278340,-1424.29,"right"
"13918",278360,-1425.81,"right"
"13919",278380,-1430,"right"
"13920",278400,-1435.72,"right"
"13921",278420,-1439.71,"right"
"13922",278440,-1428.82,"right"
"13923",278460,-1429.43,"right"
"13924",278480,-1431.11,"right"
"13925",278500,-1430.38,"right"
"13926",278520,-1429.84,"right"
"13927",278540,-1428.26,"right"
"13928",278560,-1442.01,"right"
"13929",278580,-1436.3,"right"
"13930",278600,-1428.95,"right"
"13931",278620,-1428.43,"right"
"13932",278640,-1429.59,"right"
"13933",278660,-1427.52,"right"
"13934",278680,-1432.11,"right"
"13935",278700,-1435.38,"right"
"13936",278720,-1432.68,"right"
"13937",278740,-1430.46,"right"
"13938",278760,-1428.31,"right"
"13939",278780,-1397.98,"right"
"13940",278800,-1425.85,"right"
"13941",278820,-1400.21,"right"
"13942",278840,-1401.37,"right"
"13943",278860,-1395.27,"right"
"13944",278880,-1400.31,"right"
"13945",278900,-1397.57,"right"
"13946",278920,-1395.89,"right"
"13947",278940,-1396.48,"right"
"13948",278960,-1395.18,"right"
"13949",278980,-1392.34,"right"
"13950",279000,-1394.13,"right"
"13951",279020,-1395.24,"right"
"13952",279040,-1395.36,"right"
"13953",279060,-1395.1,"right"
"13954",279080,-1395.24,"right"
"13955",279100,-1394.46,"right"
"13956",279120,-1393.22,"right"
"13957",279140,-1393.22,"right"
"13958",279160,-1431.79,"right"
"13959",279180,-1430.71,"right"
"13960",279200,-1432.77,"right"
"13961",279220,-1394.68,"right"
"13962",279240,-1399.21,"right"
"13963",279260,-1398.17,"right"
"13964",279280,-1393.56,"right"
"13965",279300,-1429.53,"right"
"13966",279320,-1397.16,"right"
"13967",279340,-1432.96,"right"
"13968",279360,-1436.33,"right"
"13969",279380,-1438.21,"right"
"13970",279400,-1437.89,"right"
"13971",279420,-1440.17,"right"
"13972",279440,-1437.79,"right"
"13973",279460,-1440.9,"right"
"13974",279480,-1437.09,"right"
"13975",279500,-1440.89,"right"
"13976",279520,-1440.08,"right"
"13977",279540,-1440.71,"right"
"13978",279560,-1440.74,"right"
"13979",279580,-1439.5,"right"
"13980",279600,-1439.32,"right"
"13981",279620,-1439.42,"right"
"13982",279640,-1438.46,"right"
"13983",279660,-1437.41,"right"
"13984",279680,-1439.29,"right"
"13985",279700,-1439.05,"right"
"13986",279720,-1439.34,"right"
"13987",279740,-1437.97,"right"
"13988",279760,-1431.94,"right"
"13989",279780,-1435.95,"right"
"13990",279800,-1433.62,"right"
"13991",279820,-1434.83,"right"
"13992",279840,-1436.85,"right"
"13993",279860,-1388.98,"right"
"13994",279880,-1388.16,"right"
"13995",279900,-1391.27,"right"
"13996",279920,-1398.38,"right"
"13997",279940,-1412.26,"right"
"13998",279960,-1423,"right"
"13999",279980,-1427.87,"right"
"14000",280000,-1431.65,"right"
"14001",280020,-1432.54,"right"
"14002",280040,-1432.62,"right"
"14003",280060,-1432.51,"right"
"14004",280080,-1431.7,"right"
"14005",280100,-1431.05,"right"
"14006",280120,-1430.09,"right"
"14007",280140,-1431.34,"right"
"14008",280160,-1430.04,"right"
"14009",280180,-1431.43,"right"
"14010",280200,-1432.19,"right"
"14011",280220,-1431.4,"right"
"14012",280240,-1433.67,"right"
"14013",280260,-1434.75,"right"
"14014",280280,-1434.59,"right"
"14015",280300,-1436.19,"right"
"14016",280320,-1436.19,"right"
"14017",280340,-1435.76,"right"
"14018",280360,-1436.28,"right"
"14019",280380,-1434.68,"right"
"14020",280400,-1436.2,"right"
"14021",280420,-1436.25,"right"
"14022",280440,-1435.83,"right"
"14023",280460,-1435.3,"right"
"14024",280480,-1435.95,"right"
"14025",280500,-1435.45,"right"
"14026",280520,-1436.76,"right"
"14027",280540,-1436.6,"right"
"14028",280560,-1438.62,"right"
"14029",280580,-1437.96,"right"
"14030",280600,-1439.39,"right"
"14031",280620,-1439.64,"right"
"14032",280640,-1439.85,"right"
"14033",280660,-1439.66,"right"
"14034",280680,-1439.73,"right"
"14035",280700,-1441.2,"right"
"14036",280720,-1441.6,"right"
"14037",280740,-1442.61,"right"
"14038",280760,-1442.62,"right"
"14039",280780,-1440.67,"right"
"14040",280800,-1441.99,"right"
"14041",280820,-1442.07,"right"
"14042",280840,-1441.86,"right"
"14043",280860,-1441.06,"right"
"14044",280880,-1442.33,"right"
"14045",280900,-1440.5,"right"
"14046",280920,-1440.94,"right"
"14047",280940,-1443.73,"right"
"14048",280960,-1441.19,"right"
"14049",280980,-1441.17,"right"
"14050",281000,-1442.95,"right"
"14051",281020,-1443.19,"right"
"14052",281040,-1443.16,"right"
"14053",281060,-1442.23,"right"
"14054",281080,-1443.55,"right"
"14055",281100,-1444.66,"right"
"14056",281120,-1443.05,"right"
"14057",281140,-1444.65,"right"
"14058",281160,-1444.22,"right"
"14059",281180,-1444.32,"right"
"14060",281200,-1444.75,"right"
"14061",281220,-1445.46,"right"
"14062",281240,-1445.42,"right"
"14063",281260,-1444.31,"right"
"14064",281280,-1445.44,"right"
"14065",281300,-1445.65,"right"
"14066",281320,-1445.38,"right"
"14067",281340,-1444.93,"right"
"14068",281360,-1445.09,"right"
"14069",281380,-1446.15,"right"
"14070",281400,-1444.19,"right"
"14071",281420,-1444.01,"right"
"14072",281440,-1443.96,"right"
"14073",281460,-1444.08,"right"
"14074",281480,-1444.22,"right"
"14075",281500,-1444.1,"right"
"14076",281520,-1443.91,"right"
"14077",281540,-1444.08,"right"
"14078",281560,-1446.03,"right"
"14079",281580,-1445.03,"right"
"14080",281600,-1444.99,"right"
"14081",281620,-1446.3,"right"
"14082",281640,-1444.99,"right"
"14083",281660,-1446.22,"right"
"14084",281680,-1445.8,"right"
"14085",281700,-1445.85,"right"
"14086",281720,-1445.84,"right"
"14087",281740,-1445.68,"right"
"14088",281760,-1446.9,"right"
"14089",281780,-1445.99,"right"
"14090",281800,-1445.26,"right"
"14091",281820,-1446.88,"right"
"14092",281840,-1445.91,"right"
"14093",281860,-1446.04,"right"
"14094",281880,-1447.27,"right"
"14095",281900,-1445.72,"right"
"14096",281920,-1444.05,"right"
"14097",281940,-1443.7,"right"
"14098",281960,-1443.34,"right"
"14099",281980,-1443.81,"right"
"14100",282000,-1444.48,"right"
"14101",282020,-1447.13,"right"
"14102",282040,-1447.07,"right"
"14103",282060,-1447.13,"right"
"14104",282080,-1445.27,"right"
"14105",282100,-1445.03,"right"
"14106",282120,-1445.78,"right"
"14107",282140,-1445.52,"right"
"14108",282160,-1446.03,"right"
"14109",282180,-1445.39,"right"
"14110",282200,-1446.05,"right"
"14111",282220,-1445.7,"right"
"14112",282240,-1446.01,"right"
"14113",282260,-1445.76,"right"
"14114",282280,-1445.66,"right"
"14115",282300,-1444.59,"right"
"14116",282320,-1443.44,"right"
"14117",282340,-1443.09,"right"
"14118",282360,-1445.67,"right"
"14119",282380,-1443.92,"right"
"14120",282400,-1444.43,"right"
"14121",282420,-1443.27,"right"
"14122",282440,-1444.67,"right"
"14123",282460,-1443.31,"right"
"14124",282480,-1443.38,"right"
"14125",282500,-1444.45,"right"
"14126",282520,-1441.02,"right"
"14127",282540,-1443.43,"right"
"14128",282560,-1441.01,"right"
"14129",282580,-1441.95,"right"
"14130",282600,-1442.98,"right"
"14131",282620,-1441.84,"right"
"14132",282640,-1441.87,"right"
"14133",282660,-1441.75,"right"
"14134",282680,-1441.42,"right"
"14135",282700,-1441.45,"right"
"14136",282720,-1441.94,"right"
"14137",282740,-1441.61,"right"
"14138",282760,-1441.57,"right"
"14139",282780,-1441.58,"right"
"14140",282800,-1441.5,"right"
"14141",282820,-1443.1,"right"
"14142",282840,-1443.23,"right"
"14143",282860,-1442.71,"right"
"14144",282880,-1443.09,"right"
"14145",282900,-1443.09,"right"
"14146",282920,-1443.05,"right"
"14147",282940,-1444.3,"right"
"14148",282960,-1443.33,"right"
"14149",282980,-1444.43,"right"
"14150",283000,-1443.28,"right"
"14151",283020,-1445.44,"right"
"14152",283040,-1445.54,"right"
"14153",283060,-1446.64,"right"
"14154",283080,-1446.66,"right"
"14155",283100,-1446.76,"right"
"14156",283120,-1445.54,"right"
"14157",283140,-1446.78,"right"
"14158",283160,-1445.49,"right"
"14159",283180,-1446.62,"right"
"14160",283200,-1445.22,"right"
"14161",283220,-1443.94,"right"
"14162",283240,-1444.05,"right"
"14163",283260,-1443.91,"right"
"14164",283280,-1445.29,"right"
"14165",283300,-1445.52,"right"
"14166",283320,-1445.38,"right"
"14167",283340,-1444.35,"right"
"14168",283360,-1444.23,"right"
"14169",283380,-1442.88,"right"
"14170",283400,-1442.75,"right"
"14171",283420,-1443.74,"right"
"14172",283440,-1443.66,"right"
"14173",283460,-1442.95,"right"
"14174",283480,-1445.48,"right"
"14175",283500,-1443.02,"right"
"14176",283520,-1444.15,"right"
"14177",283540,-1444.35,"right"
"14178",283560,-1445.24,"right"
"14179",283580,-1445.4,"right"
"14180",283600,-1445.38,"right"
"14181",283620,-1444.15,"right"
"14182",283640,-1445.13,"right"
"14183",283660,-1444,"right"
"14184",283680,-1445.04,"right"
"14185",283700,-1444.13,"right"
"14186",283720,-1444.08,"right"
"14187",283740,-1443.13,"right"
"14188",283760,-1442.81,"right"
"14189",283780,-1442.94,"right"
"14190",283800,-1442.77,"right"
"14191",283820,-1441.74,"right"
"14192",283840,-1442.77,"right"
"14193",283860,-1442.86,"right"
"14194",283880,-1442.66,"right"
"14195",283900,-1443.33,"right"
"14196",283920,-1442.62,"right"
"14197",283940,-1443.38,"right"
"14198",283960,-1443.31,"right"
"14199",283980,-1441.83,"right"
"14200",284000,-1442.65,"right"
"14201",284020,-1442.93,"right"
"14202",284040,-1442.97,"right"
"14203",284060,-1442.99,"right"
"14204",284080,-1442.85,"right"
"14205",284100,-1442.95,"right"
"14206",284120,-1442.86,"right"
"14207",284140,-1443.42,"right"
"14208",284160,-1442.96,"right"
"14209",284180,-1442.89,"right"
"14210",284200,-1443.35,"right"
"14211",284220,-1443.06,"right"
"14212",284240,-1442.93,"right"
"14213",284260,-1443.05,"right"
"14214",284280,-1444.14,"right"
"14215",284300,-1443,"right"
"14216",284320,-1442.93,"right"
"14217",284340,-1443.08,"right"
"14218",284360,-1443.06,"right"
"14219",284380,-1443.16,"right"
"14220",284400,-1443.09,"right"
"14221",284420,-1443.07,"right"
"14222",284440,-1442.97,"right"
"14223",284460,-1442.17,"right"
"14224",284480,-1443.06,"right"
"14225",284500,-1442.3,"right"
"14226",284520,-1443.37,"right"
"14227",284540,-1442.04,"right"
"14228",284560,-1442.66,"right"
"14229",284580,-1442.7,"right"
"14230",284600,-1442.79,"right"
"14231",284620,-1443.4,"right"
"14232",284640,-1443.03,"right"
"14233",284660,-1443.07,"right"
"14234",284680,-1442.94,"right"
"14235",284700,-1442.96,"right"
"14236",284720,-1442.73,"right"
"14237",284740,-1442.78,"right"
"14238",284760,-1442.78,"right"
"14239",284780,-1442.7,"right"
"14240",284800,-1442.85,"right"
"14241",284820,-1442.06,"right"
"14242",284840,-1442.88,"right"
"14243",284860,-1442.25,"right"
"14244",284880,-1442.9,"right"
"14245",284900,-1441.07,"right"
"14246",284920,-1441.5,"right"
"14247",284940,-1442.12,"right"
"14248",284960,-1441.48,"right"
"14249",284980,-1441.72,"right"
"14250",285000,-1441.73,"right"
"14251",285020,-1441.85,"right"
"14252",285040,-1442.81,"right"
"14253",285060,-1441.72,"right"
"14254",285080,-1441.25,"right"
"14255",285100,-1441.69,"right"
"14256",285120,-1441.94,"right"
"14257",285140,-1442.01,"right"
"14258",285160,-1441.54,"right"
"14259",285180,-1441.67,"right"
"14260",285200,-1441.79,"right"
"14261",285220,-1441.63,"right"
"14262",285240,-1441.67,"right"
"14263",285260,-1442.64,"right"
"14264",285280,-1441.78,"right"
"14265",285300,-1441.49,"right"
"14266",285320,-1441.65,"right"
"14267",285340,-1441.79,"right"
"14268",285360,-1441.63,"right"
"14269",285380,-1441.65,"right"
"14270",285400,-1441.83,"right"
"14271",285420,-1441.75,"right"
"14272",285440,-1441.83,"right"
"14273",285460,-1441.42,"right"
"14274",285480,-1441.82,"right"
"14275",285500,-1440.77,"right"
"14276",285520,-1441.44,"right"
"14277",285540,-1441.78,"right"
"14278",285560,-1441.66,"right"
"14279",285580,-1441.71,"right"
"14280",285600,-1441.52,"right"
"14281",285620,-1442.35,"right"
"14282",285640,-1442.46,"right"
"14283",285660,-1442.84,"right"
"14284",285680,-1442.56,"right"
"14285",285700,-1441.46,"right"
"14286",285720,-1441.64,"right"
"14287",285740,-1441.58,"right"
"14288",285760,-1441.71,"right"
"14289",285780,-1440.84,"right"
"14290",285800,-1441.83,"right"
"14291",285820,-1441.76,"right"
"14292",285840,-1441.72,"right"
"14293",285860,-1441.43,"right"
"14294",285880,-1441.77,"right"
"14295",285900,-1441.65,"right"
"14296",285920,-1441.82,"right"
"14297",285940,-1441.91,"right"
"14298",285960,-1442.01,"right"
"14299",285980,-1441.91,"right"
"14300",286000,-1441.6,"right"
"14301",286020,-1444.47,"right"
"14302",286040,-1443.71,"right"
"14303",286060,-1443.74,"right"
"14304",286080,-1442.37,"right"
"14305",286100,-1441.88,"right"
"14306",286120,-1442.2,"right"
"14307",286140,-1441.93,"right"
"14308",286160,-1442.99,"right"
"14309",286180,-1441.82,"right"
"14310",286200,-1442.26,"right"
"14311",286220,-1442.83,"right"
"14312",286240,-1441.79,"right"
"14313",286260,-1441.93,"right"
"14314",286280,-1442.8,"right"
"14315",286300,-1442.11,"right"
"14316",286320,-1443.19,"right"
"14317",286340,-1445,"right"
"14318",286360,-1444.9,"right"
"14319",286380,-1443.31,"right"
"14320",286400,-1443.17,"right"
"14321",286420,-1443.22,"right"
"14322",286440,-1442.65,"right"
"14323",286460,-1443.17,"right"
"14324",286480,-1443.23,"right"
"14325",286500,-1443.12,"right"
"14326",286520,-1443.07,"right"
"14327",286540,-1443.23,"right"
"14328",286560,-1443,"right"
"14329",286580,-1443.12,"right"
"14330",286600,-1443.37,"right"
"14331",286620,-1443.08,"right"
"14332",286640,-1443.26,"right"
"14333",286660,-1442.04,"right"
"14334",286680,-1443.17,"right"
"14335",286700,-1443.15,"right"
"14336",286720,-1443.2,"right"
"14337",286740,-1443.07,"right"
"14338",286760,-1442.99,"right"
"14339",286780,-1443.08,"right"
"14340",286800,-1443.48,"right"
"14341",286820,-1442.95,"right"
"14342",286840,-1443.03,"right"
"14343",286860,-1442.98,"right"
"14344",286880,-1442.9,"right"
"14345",286900,-1443.87,"right"
"14346",286920,-1443.88,"right"
"14347",286940,-1445.2,"right"
"14348",286960,-1443.99,"right"
"14349",286980,-1444.09,"right"
"14350",287000,-1444.09,"right"
"14351",287020,-1442.15,"right"
"14352",287040,-1442.69,"right"
"14353",287060,-1443.83,"right"
"14354",287080,-1442.61,"right"
"14355",287100,-1443.96,"right"
"14356",287120,-1443.69,"right"
"14357",287140,-1444.95,"right"
"14358",287160,-1443.13,"right"
"14359",287180,-1443.65,"right"
"14360",287200,-1444.78,"right"
"14361",287220,-1443.6,"right"
"14362",287240,-1442.32,"right"
"14363",287260,-1443.37,"right"
"14364",287280,-1443.44,"right"
"14365",287300,-1443.56,"right"
"14366",287320,-1443.48,"right"
"14367",287340,-1445.5,"right"
"14368",287360,-1444.79,"right"
"14369",287380,-1444.52,"right"
"14370",287400,-1445.33,"right"
"14371",287420,-1443.35,"right"
"14372",287440,-1444.17,"right"
"14373",287460,-1445.52,"right"
"14374",287480,-1444.16,"right"
"14375",287500,-1445.66,"right"
"14376",287520,-1444.34,"right"
"14377",287540,-1444.57,"right"
"14378",287560,-1443.13,"right"
"14379",287580,-1444.43,"right"
"14380",287600,-1443.37,"right"
"14381",287620,-1443.41,"right"
"14382",287640,-1443.11,"right"
"14383",287660,-1444.45,"right"
"14384",287680,-1444.07,"right"
"14385",287700,-1444.59,"right"
"14386",287720,-1444.48,"right"
"14387",287740,-1446.32,"right"
"14388",287760,-1444.63,"right"
"14389",287780,-1445.06,"right"
"14390",287800,-1443.26,"right"
"14391",287820,-1443.14,"right"
"14392",287840,-1443.1,"right"
"14393",287860,-1444.61,"right"
"14394",287880,-1443.01,"right"
"14395",287900,-1443.17,"right"
"14396",287920,-1443,"right"
"14397",287940,-1446.16,"right"
"14398",287960,-1443.22,"right"
"14399",287980,-1445.28,"right"
"14400",288000,-1443.26,"right"
"14401",288020,-1447.15,"right"
"14402",288040,-1444.23,"right"
"14403",288060,-1445.74,"right"
"14404",288080,-1443.07,"right"
"14405",288100,-1444.56,"right"
"14406",288120,-1443.02,"right"
"14407",288140,-1443.14,"right"
"14408",288160,-1442.98,"right"
"14409",288180,-1442.97,"right"
"14410",288200,-1441.54,"right"
"14411",288220,-1444.12,"right"
"14412",288240,-1441.8,"right"
"14413",288260,-1442.85,"right"
"14414",288280,-1442.75,"right"
"14415",288300,-1442.84,"right"
"14416",288320,-1442.03,"right"
"14417",288340,-1442.97,"right"
"14418",288360,-1441.52,"right"
"14419",288380,-1443.33,"right"
"14420",288400,-1441.52,"right"
"14421",288420,-1443,"right"
"14422",288440,-1442.95,"right"
"14423",288460,-1439.57,"right"
"14424",288480,-1437.13,"right"
"14425",288500,-1435.91,"right"
"14426",288520,-1436.94,"right"
"14427",288540,-1435.84,"right"
"14428",288560,-1435.96,"right"
"14429",288580,-1436.98,"right"
"14430",288600,-1436.86,"right"
"14431",288620,-1438.26,"right"
"14432",288640,-1438,"right"
"14433",288660,-1440.91,"right"
"14434",288680,-1441.54,"right"
"14435",288700,-1441.71,"right"
"14436",288720,-1441.92,"right"
"14437",288740,-1441.71,"right"
"14438",288760,-1440.85,"right"
"14439",288780,-1440.88,"right"
"14440",288800,-1440.88,"right"
"14441",288820,-1441.99,"right"
"14442",288840,-1442.17,"right"
"14443",288860,-1441.69,"right"
"14444",288880,-1443.01,"right"
"14445",288900,-1443.08,"right"
"14446",288920,-1442.83,"right"
"14447",288940,-1442.96,"right"
"14448",288960,-1444.08,"right"
"14449",288980,-1443.24,"right"
"14450",289000,-1445.57,"right"
"14451",289020,-1443.02,"right"
"14452",289040,-1442.9,"right"
"14453",289060,-1442.99,"right"
"14454",289080,-1442.94,"right"
"14455",289100,-1442.73,"right"
"14456",289120,-1442.63,"right"
"14457",289140,-1443.06,"right"
"14458",289160,-1441.8,"right"
"14459",289180,-1441.87,"right"
"14460",289200,-1443.14,"right"
"14461",289220,-1442.7,"right"
"14462",289240,-1443.15,"right"
"14463",289260,-1442.71,"right"
"14464",289280,-1442.79,"right"
"14465",289300,-1442.66,"right"
"14466",289320,-1442.95,"right"
"14467",289340,-1442.84,"right"
"14468",289360,-1442.94,"right"
"14469",289380,-1442.97,"right"
"14470",289400,-1442.91,"right"
"14471",289420,-1442.88,"right"
"14472",289440,-1442.87,"right"
"14473",289460,-1441.74,"right"
"14474",289480,-1442.71,"right"
"14475",289500,-1442.76,"right"
"14476",289520,-1443.01,"right"
"14477",289540,-1442.85,"right"
"14478",289560,-1443.02,"right"
"14479",289580,-1441.69,"right"
"14480",289600,-1443.05,"right"
"14481",289620,-1442.83,"right"
"14482",289640,-1443.31,"right"
"14483",289660,-1443.19,"right"
"14484",289680,-1443.31,"right"
"14485",289700,-1443.47,"right"
"14486",289720,-1443.13,"right"
"14487",289740,-1442.34,"right"
"14488",289760,-1443.91,"right"
"14489",289780,-1443.49,"right"
"14490",289800,-1442.88,"right"
"14491",289820,-1443.08,"right"
"14492",289840,-1442.96,"right"
"14493",289860,-1444.2,"right"
"14494",289880,-1444.01,"right"
"14495",289900,-1445.2,"right"
"14496",289920,-1444.12,"right"
"14497",289940,-1445.16,"right"
"14498",289960,-1445.03,"right"
"14499",289980,-1443.91,"right"
"14500",290000,-1446.38,"right"
"14501",290020,-1446.99,"right"
"14502",290040,-1446.95,"right"
"14503",290060,-1446.99,"right"
"14504",290080,-1446.82,"right"
"14505",290100,-1446.96,"right"
"14506",290120,-1446.88,"right"
"14507",290140,-1445.41,"right"
"14508",290160,-1445.17,"right"
"14509",290180,-1447.08,"right"
"14510",290200,-1445.71,"right"
"14511",290220,-1446.75,"right"
"14512",290240,-1446.7,"right"
"14513",290260,-1445.05,"right"
"14514",290280,-1445.07,"right"
"14515",290300,-1445.12,"right"
"14516",290320,-1445.14,"right"
"14517",290340,-1445.05,"right"
"14518",290360,-1444.2,"right"
"14519",290380,-1443.9,"right"
"14520",290400,-1445.39,"right"
"14521",290420,-1445.73,"right"
"14522",290440,-1445.5,"right"
"14523",290460,-1445.58,"right"
"14524",290480,-1446.56,"right"
"14525",290500,-1444.02,"right"
"14526",290520,-1444.47,"right"
"14527",290540,-1444,"right"
"14528",290560,-1444.99,"right"
"14529",290580,-1443.95,"right"
"14530",290600,-1443.36,"right"
"14531",290620,-1443.58,"right"
"14532",290640,-1445.5,"right"
"14533",290660,-1446.53,"right"
"14534",290680,-1446.7,"right"
"14535",290700,-1445.77,"right"
"14536",290720,-1446.8,"right"
"14537",290740,-1444.21,"right"
"14538",290760,-1445.57,"right"
"14539",290780,-1445.79,"right"
"14540",290800,-1445.7,"right"
"14541",290820,-1445.8,"right"
"14542",290840,-1445.55,"right"
"14543",290860,-1445.61,"right"
"14544",290880,-1443.67,"right"
"14545",290900,-1445.15,"right"
"14546",290920,-1443.69,"right"
"14547",290940,-1445.56,"right"
"14548",290960,-1443.64,"right"
"14549",290980,-1445.04,"right"
"14550",291000,-1445.56,"right"
"14551",291020,-1444.05,"right"
"14552",291040,-1445.04,"right"
"14553",291060,-1445.18,"right"
"14554",291080,-1445.24,"right"
"14555",291100,-1444.12,"right"
"14556",291120,-1444.08,"right"
"14557",291140,-1443.98,"right"
"14558",291160,-1446.78,"right"
"14559",291180,-1445.81,"right"
"14560",291200,-1445.64,"right"
"14561",291220,-1445.06,"right"
"14562",291240,-1445,"right"
"14563",291260,-1445.1,"right"
"14564",291280,-1445.52,"right"
"14565",291300,-1445.77,"right"
"14566",291320,-1446.88,"right"
"14567",291340,-1445.69,"right"
"14568",291360,-1445.53,"right"
"14569",291380,-1444.21,"right"
"14570",291400,-1444.51,"right"
"14571",291420,-1444.2,"right"
"14572",291440,-1446.86,"right"
"14573",291460,-1447,"right"
"14574",291480,-1445.92,"right"
"14575",291500,-1447.13,"right"
"14576",291520,-1445.75,"right"
"14577",291540,-1446.94,"right"
"14578",291560,-1443.76,"right"
"14579",291580,-1446.93,"right"
"14580",291600,-1445.75,"right"
"14581",291620,-1445.61,"right"
"14582",291640,-1445.98,"right"
"14583",291660,-1447.16,"right"
"14584",291680,-1447.09,"right"
"14585",291700,-1447.15,"right"
"14586",291720,-1447.04,"right"
"14587",291740,-1447.15,"right"
"14588",291760,-1446.81,"right"
"14589",291780,-1446.99,"right"
"14590",291800,-1444.05,"right"
"14591",291820,-1443.98,"right"
"14592",291840,-1444.16,"right"
"14593",291860,-1445.34,"right"
"14594",291880,-1444.26,"right"
"14595",291900,-1444.12,"right"
"14596",291920,-1445.15,"right"
"14597",291940,-1444.41,"right"
"14598",291960,-1445.49,"right"
"14599",291980,-1444.68,"right"
"14600",292000,-1442.43,"right"
"14601",292020,-1446.85,"right"
"14602",292040,-1442.78,"right"
"14603",292060,-1442.86,"right"
"14604",292080,-1442.7,"right"
"14605",292100,-1444.08,"right"
"14606",292120,-1442.47,"right"
"14607",292140,-1444.35,"right"
"14608",292160,-1441.69,"right"
"14609",292180,-1443.14,"right"
"14610",292200,-1442.98,"right"
"14611",292220,-1442.21,"right"
"14612",292240,-1441.99,"right"
"14613",292260,-1443.35,"right"
"14614",292280,-1444.5,"right"
"14615",292300,-1444.55,"right"
"14616",292320,-1445.67,"right"
"14617",292340,-1444.7,"right"
"14618",292360,-1444.52,"right"
"14619",292380,-1442.42,"right"
"14620",292400,-1442.54,"right"
"14621",292420,-1444.48,"right"
"14622",292440,-1445.5,"right"
"14623",292460,-1444.16,"right"
"14624",292480,-1443.01,"right"
"14625",292500,-1444.06,"right"
"14626",292520,-1444.03,"right"
"14627",292540,-1444.28,"right"
"14628",292560,-1444.21,"right"
"14629",292580,-1443.87,"right"
"14630",292600,-1442.94,"right"
"14631",292620,-1443.38,"right"
"14632",292640,-1441.2,"right"
"14633",292660,-1443.56,"right"
"14634",292680,-1442.37,"right"
"14635",292700,-1442.45,"right"
"14636",292720,-1442.91,"right"
"14637",292740,-1442.51,"right"
"14638",292760,-1441.73,"right"
"14639",292780,-1441.75,"right"
"14640",292800,-1441.53,"right"
"14641",292820,-1443.17,"right"
"14642",292840,-1441.54,"right"
"14643",292860,-1443.77,"right"
"14644",292880,-1442.1,"right"
"14645",292900,-1441.88,"right"
"14646",292920,-1440.86,"right"
"14647",292940,-1441.98,"right"
"14648",292960,-1441.96,"right"
"14649",292980,-1441.92,"right"
"14650",293000,-1441.91,"right"
"14651",293020,-1441.6,"right"
"14652",293040,-1441.74,"right"
"14653",293060,-1441.65,"right"
"14654",293080,-1441.93,"right"
"14655",293100,-1442.43,"right"
"14656",293120,-1442.31,"right"
"14657",293140,-1442.54,"right"
"14658",293160,-1442.05,"right"
"14659",293180,-1442.2,"right"
"14660",293200,-1443.26,"right"
"14661",293220,-1442.37,"right"
"14662",293240,-1443.44,"right"
"14663",293260,-1445.28,"right"
"14664",293280,-1444.64,"right"
"14665",293300,-1443.4,"right"
"14666",293320,-1444.45,"right"
"14667",293340,-1443.39,"right"
"14668",293360,-1443.45,"right"
"14669",293380,-1442.33,"right"
"14670",293400,-1443.34,"right"
"14671",293420,-1442.26,"right"
"14672",293440,-1443.35,"right"
"14673",293460,-1443.24,"right"
"14674",293480,-1443.23,"right"
"14675",293500,-1443.16,"right"
"14676",293520,-1444.36,"right"
"14677",293540,-1443.15,"right"
"14678",293560,-1443.06,"right"
"14679",293580,-1441.9,"right"
"14680",293600,-1441.98,"right"
"14681",293620,-1442.27,"right"
"14682",293640,-1442.04,"right"
"14683",293660,-1442.76,"right"
"14684",293680,-1441.9,"right"
"14685",293700,-1443.04,"right"
"14686",293720,-1441.86,"right"
"14687",293740,-1442.07,"right"
"14688",293760,-1441.88,"right"
"14689",293780,-1444.31,"right"
"14690",293800,-1441.79,"right"
"14691",293820,-1442.17,"right"
"14692",293840,-1442.16,"right"
"14693",293860,-1442.22,"right"
