"","env","time"
"1",0.00029278216091695,10
"2",0.00117658709853734,20
"3",0.00213069348008372,30
"4",0.00242882875257253,40
"5",0.00353168866111179,50
"6",0.00275087695107267,60
"7",0.00401989296109318,70
"8",0.00296194361823536,80
"9",0.00421405852793451,90
"10",0.00353429361035146,100
"11",0.00201823788963405,110
"12",0.00394686671375051,120
"13",0.000865407507181048,130
"14",0.00479267190355148,140
"15",0.00147044453110079,150
"16",0.00389478794596641,160
"17",0.00125475401352303,170
"18",0.00339828826044893,180
"19",0.00151576677937818,190
"20",0.00438464261837376,200
"21",0.00454456192938031,210
"22",0.00494815292039283,220
"23",0.00429159532752542,230
"24",0.00374137850514359,240
"25",0.00533740619786359,250
"26",0.00151039996335657,260
"27",0.00469323048097701,270
"28",0.00266530528072031,280
"29",0.00448416088434378,290
"30",0.00323122556739479,300
"31",0.000699607626828035,310
"32",0.00231654642985396,320
"33",0.00149373238686626,330
"34",0.00310364936632062,340
"35",0.00754423759678799,350
"36",0.00718216532917182,360
"37",0.0106215874886572,370
"38",0.00875340450083673,380
"39",0.0197665316973553,390
"40",0.018068672693946,400
"41",0.0305162056494786,410
"42",0.029181928210004,420
"43",0.0303950866341969,430
"44",0.0185241347218128,440
"45",0.0643110766957183,450
"46",0.0639039668990143,460
"47",0.0868243555878085,470
"48",0.0567489948422817,480
"49",0.109984452623546,490
"50",0.0475499900008047,500
"51",0.150817669914419,510
"52",0.0656196358435411,520
"53",0.0934485901723243,530
"54",0.0386947523619744,540
"55",0.0392437281530028,550
"56",0.0173100300114521,560
"57",0.0400736679154448,570
"58",0.0418145986536373,580
"59",0.0588366245553056,590
"60",0.0446848803623278,600
"61",0.0560065593374445,610
"62",0.0631617791128693,620
"63",0.0909359075195464,630
"64",0.0918397040252953,640
"65",0.101675389663869,650
"66",0.0908024458910008,660
"67",0.06738695544515,670
"68",0.0392753158954249,680
"69",0.0232566587149883,690
"70",0.0210466814771675,700
"71",0.0208852316790532,710
"72",0.0128135142191769,720
"73",0.0109619735648449,730
"74",0.0055711109668661,740
"75",0.00861170999829368,750
"76",0.00706477020068652,760
"77",0.00759279790919729,770
"78",0.00820968504544317,780
"79",0.00779239877230665,790
"80",0.00934387992158958,800
"81",0.00560309209587189,810
"82",0.00512858521899338,820
"83",0.00437949715169554,830
"84",0.00337011277370252,840
"85",0.00425203918037869,850
"86",0.00356110474872754,860
"87",0.00705679386624689,870
"88",0.00380179506873881,880
"89",0.00571028255163845,890
"90",0.00150902352133594,900
"91",0.0070676908203629,910
"92",0.0037606780118977,920
"93",0.00273328168181061,930
"94",0.00255192933804528,940
"95",0.00118952868460625,950
"96",0.00365042251051364,960
"97",0.00328121276208394,970
"98",0.00348450297958119,980
"99",0.00539884213065355,990
"100",0.0020966038221738,1000
"101",0.00473706152292427,1010
"102",0.00396154337682225,1020
"103",0.00505740969150048,1030
"104",0.00566784240294356,1040
"105",0.00318956958974182,1050
"106",0.00424862417357264,1060
"107",0.00156849307365436,1070
"108",0.00387386095371243,1080
"109",0.00178820321812324,1090
"110",0.00442265207851973,1100
"111",0.00614439456106282,1110
"112",0.00344657669694451,1120
"113",0.00366298113871207,1130
"114",0.0149797465065533,1140
"115",0.0208384210641636,1150
"116",0.0259496852962711,1160
"117",0.0251158983709246,1170
"118",0.0120750359627702,1180
"119",0.0108524867712341,1190
"120",0.0068068921544192,1200
"121",0.00493090523484556,1210
"122",0.00647790049359192,1220
"123",0.00280661889299711,1230
"124",0.00248670336770132,1240
"125",0.00456053718559412,1250
"126",0.00477145082373893,1260
"127",0.00839145700355179,1270
"128",0.00415047749488264,1280
"129",0.0169734373181762,1290
"130",0.0181137077380111,1300
"131",0.00641567502478367,1310
"132",0.0160361165077465,1320
"133",0.00968736290182777,1330
"134",0.00358772496368763,1340
"135",0.0040702986779101,1350
"136",0.00810035660389569,1360
"137",0.00746044826693167,1370
"138",0.00733861554164803,1380
"139",0.00931087361942933,1390
"140",0.00775053238480172,1400
"141",0.0135695690825569,1410
"142",0.00501778306084709,1420
"143",0.0112294335371276,1430
"144",0.0153274552063601,1440
"145",0.0118182117973573,1450
"146",0.0117170425654194,1460
"147",0.00651975860533015,1470
"148",0.000617616982542638,1480
"149",0.00286511275500412,1490
"150",0.00261484187868317,1500
"151",0.00556377419648909,1510
"152",0.00362361231982914,1520
"153",0.00413485983372208,1530
"154",0.00204781661955714,1540
"155",0.00567843419267738,1550
"156",0.00298876699139446,1560
"157",0.00553008859104589,1570
"158",0.00858924742698852,1580
"159",0.00497779418685614,1590
"160",0.00645370004087415,1600
"161",0.00285624567395796,1610
"162",0.00420365229970321,1620
"163",0.00360795027745054,1630
"164",0.00333647723483133,1640
"165",0.0126654471203338,1650
"166",0.00279169222947687,1660
"167",0.0156577768432708,1670
"168",0.00265520706590613,1680
"169",0.015048107629106,1690
"170",0.0034669849219718,1700
"171",0.00769472740973772,1710
"172",0.00263476619801543,1720
"173",0.00778052867633135,1730
"174",0.00771187259378464,1740
"175",0.0173433950204069,1750
"176",0.018658939564518,1760
"177",0.023611630658837,1770
"178",0.0317587194755916,1780
"179",0.0590569790361049,1790
"180",0.0820651066899106,1800
"181",0.09391554688636,1810
"182",0.0862339406769672,1820
"183",0.0678312640381024,1830
"184",0.0434394109359503,1840
"185",0.032747643144347,1850
"186",0.0243129120868572,1860
"187",0.0345268738509309,1870
"188",0.0412279326249331,1880
"189",0.0597725992355988,1890
"190",0.0506005576352153,1900
"191",0.0518826976439381,1910
"192",0.0667426274031328,1920
"193",0.0875979815971113,1930
"194",0.0928311912189268,1940
"195",0.100841246189027,1950
"196",0.0901388131545467,1960
"197",0.0718314878167413,1970
"198",0.0423553946262651,1980
"199",0.0281348833474392,1990
"200",0.025579732912597,2000
"201",0.0328395660512763,2010
"202",0.0436066115131672,2020
"203",0.0435208562966767,2030
"204",0.0355769008564151,2040
"205",0.033304754468178,2050
"206",0.0360351414568277,2060
"207",0.0289134465034934,2070
"208",0.0118142152725086,2080
"209",0.0103567147193263,2090
"210",0.00848230275633698,2100
"211",0.00988283877257774,2110
"212",0.00720765657903923,2120
"213",0.00659152713096838,2130
"214",0.00685096950056567,2140
"215",0.00941347638561502,2150
"216",0.010545663655433,2160
"217",0.0176385563459292,2170
"218",0.0217114742385326,2180
"219",0.0232883876044953,2190
"220",0.0347105079290612,2200
"221",0.0611658830538714,2210
"222",0.0842890729593164,2220
"223",0.0915480034065106,2230
"224",0.0816659228383423,2240
"225",0.0581651696520034,2250
"226",0.0345394681105604,2260
"227",0.0209559309301049,2270
"228",0.0212382834572543,2280
"229",0.0203302666590998,2290
"230",0.0101670986677907,2300
"231",0.00871290740644217,2310
"232",0.00637428162295803,2320
"233",0.00890638520933799,2330
"234",0.00532736984682646,2340
"235",0.00273417492743455,2350
"236",0.00362582923919957,2360
"237",0.00288865624139432,2370
"238",0.00335782804832879,2380
"239",0.00277024735728678,2390
"240",0.00427825021753907,2400
"241",0.00297436334860153,2410
"242",0.00377210346339815,2420
"243",0.00286076060055681,2430
"244",0.00221665876151264,2440
"245",0.00233116643706236,2450
"246",0.0046558116114778,2460
"247",0.00718962774635314,2470
"248",0.00165140419752137,2480
"249",0.00304452444851779,2490
"250",0.00214026848131858,2500
"251",0.00516563591113034,2510
"252",0.00225360977955174,2520
"253",0.0057038941698629,2530
"254",0.00352470083670778,2540
"255",0.00816893305467013,2550
"256",0.00392807191286537,2560
"257",0.0125052153255778,2570
"258",0.00219203670412937,2580
"259",0.0377015228044451,2590
"260",0.025661929360156,2600
"261",0.0319192364286718,2610
"262",0.0205997805244984,2620
"263",0.0166862509434982,2630
"264",0.00226574076144644,2640
"265",0.00700640377838149,2650
"266",0.00468204468012374,2660
"267",0.00524934104042551,2670
"268",0.00333831874881256,2680
"269",0.00825249170332117,2690
"270",0.00447347090594068,2700
"271",0.0203617754042386,2710
