"","env","time"
"1",0.00101855789913876,10
"2",0.0028185204290077,20
"3",0.0122724120022076,30
"4",0.0109987202973188,40
"5",0.00293462011411375,50
"6",0.00368112792065146,60
"7",0.00317103512144399,70
"8",0.00479734597215132,80
"9",0.00355152500884406,90
"10",0.00271727578627966,100
"11",0.00578629155486414,110
"12",0.00203019506092021,120
"13",0.00449983019574449,130
"14",0.000398762018589352,140
"15",0.00367394190334438,150
"16",0.000172047590776583,160
"17",0.00250142910278911,170
"18",0.000835203148301134,180
"19",0.00192056538680196,190
"20",0.000906298188202925,200
"21",0.000679757187763795,210
"22",0.000576950206107252,220
"23",0.00066432447250892,230
"24",0.000804127591490556,240
"25",0.00223290233328263,250
"26",0.000939497770200501,260
"27",0.0013638670809867,270
"28",0.0023720081852485,280
"29",0.00359908578227127,290
"30",0.0035182480837249,300
"31",0.00686988408063533,310
"32",0.0105751659827575,320
"33",0.00494131796260485,330
"34",0.0163286905427643,340
"35",0.0190733814166124,350
"36",0.0234162874770926,360
"37",0.02759676903306,370
"38",0.0282395197646546,380
"39",0.0183396177337759,390
"40",0.0118670008683148,400
"41",0.00648072057677694,410
"42",0.00540323096666275,420
"43",0.00388022306625841,430
"44",0.0049068155882483,440
"45",0.00177114108240863,450
"46",0.00770234613675639,460
"47",0.0027790165627213,470
"48",0.0100109799793435,480
"49",0.0108833558383839,490
"50",0.0390959252809651,500
"51",0.0179640609330596,510
"52",0.0369805059068177,520
"53",0.0185102452517723,530
"54",0.0106422179605648,540
"55",0.00405889740597625,550
"56",0.0101169521414545,560
"57",0.00419072316172548,570
"58",0.0177029006786938,580
"59",0.019013302332974,590
"60",0.0255287851766623,600
"61",0.0229716033005125,610
"62",0.020519728729353,620
"63",0.0120233910823126,630
"64",0.00948032351090567,640
"65",0.00486015971034813,650
"66",0.00632361824298315,660
"67",0.00364397467124397,670
"68",0.00420889144929201,680
"69",0.00217439541196818,690
"70",0.00238886672765273,700
"71",0.000269545360254891,710
"72",0.00384967282035792,720
"73",0.00420734449186273,730
"74",0.00242572760865577,740
"75",0.000827604563666924,750
"76",0.00229444039371295,760
"77",0.00259408497769355,770
"78",0.00146152494470799,780
"79",0.00257996686629006,790
"80",0.00160236624834664,800
"81",0.00150460409696068,810
